Entry	Gene ontology (biological process)
Q9W7J1	artery morphogenesis [GO:0048844]; axon guidance [GO:0007411]; branching morphogenesis of a nerve [GO:0048755]; cell migration [GO:0016477]; cell migration involved in vasculogenesis [GO:0035441]; motor neuron axon guidance [GO:0008045]; negative chemotaxis [GO:0050919]; negative regulation of axon extension involved in axon guidance [GO:0048843]; neural crest cell migration [GO:0001755]; positive regulation of cell migration [GO:0030335]; positive regulation of neuron migration [GO:2001224]; semaphorin-plexin signaling pathway [GO:0071526]; vasculogenesis [GO:0001570]
Q0P426	cell division [GO:0051301]; chromosome segregation [GO:0007059]; mitotic cell cycle [GO:0000278]; regulation of microtubule polymerization or depolymerization [GO:0031110]
Q6DHG8	cell division [GO:0051301]; chromosome segregation [GO:0007059]; mitotic cell cycle [GO:0000278]; regulation of microtubule polymerization or depolymerization [GO:0031110]
Q08BG1	
Q7T352	
A9JRC7	determination of ventral identity [GO:0048264]; dorsal/ventral pattern formation [GO:0009953]; positive regulation of BMP signaling pathway [GO:0030513]
F1QGH9	proteasome assembly [GO:0043248]; stem cell differentiation [GO:0048863]; ubiquitin-dependent protein catabolic process [GO:0006511]
Q76LC6	3'-UTR-mediated mRNA destabilization [GO:0061158]; 3'-UTR-mediated mRNA stabilization [GO:0070935]; atrial cardiac muscle tissue development [GO:0003228]; cardiovascular system development [GO:0072358]; cell differentiation [GO:0030154]; cellular response to DNA damage stimulus [GO:0006974]; embryonic neurocranium morphogenesis [GO:0048702]; heart looping [GO:0001947]; mRNA destabilization [GO:0061157]; mRNA processing [GO:0006397]; mRNA stabilization [GO:0048255]; negative regulation of cytoplasmic translation [GO:2000766]; positive regulation of 3'-UTR-mediated mRNA stabilization [GO:1905870]; positive regulation of myoblast differentiation [GO:0045663]; positive regulation of myotube differentiation [GO:0010831]; positive regulation of sarcomere organization [GO:0060298]; positive regulation of skeletal muscle fiber differentiation [GO:1902811]; positive regulation of stem cell differentiation [GO:2000738]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of mRNA stability [GO:0043488]; regulation of myotube differentiation [GO:0010830]; regulation of RNA metabolic process [GO:0051252]; regulation of sarcomere organization [GO:0060297]; RNA splicing [GO:0008380]; skeletal muscle tissue development [GO:0007519]; somitogenesis [GO:0001756]
A1L1P9	
Q503G8	amino acid transmembrane transport [GO:0003333]; glutamine transport [GO:0006868]; sodium ion transport [GO:0006814]
Q566W7	protein transport [GO:0015031]
Q6DGP2	mRNA splicing, via spliceosome [GO:0000398]
Q6GML7	DNA replication [GO:0006260]; eye development [GO:0001654]; retina layer formation [GO:0010842]
Q498W5	positive regulation of canonical Wnt signaling pathway [GO:0090263]
O13166	negative regulation of canonical Wnt signaling pathway [GO:0090090]; regulation of retinoic acid biosynthetic process [GO:1900052]; regulation of transcription, DNA-templated [GO:0006355]; sclerotome development [GO:0061056]
Q9I8V0	
F1QFR9	cellular response to DNA damage stimulus [GO:0006974]; DNA repair [GO:0006281]; proteasomal ubiquitin-independent protein catabolic process [GO:0010499]; spermatogenesis, exchange of chromosomal proteins [GO:0035093]
Q5RIV7	
Q6PH11	exon-exon junction complex disassembly [GO:1903259]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; positive regulation of translation [GO:0045727]
Q6PBT5	
Q6PBM8	
Q7ZV96	brain development [GO:0007420]; embryonic brain development [GO:1990403]; regulation of translation [GO:0006417]; ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]
Q7ZWJ4	translation [GO:0006412]
A9C3R8	retinal metabolic process [GO:0042574]; retinoid metabolic process [GO:0001523]; zeaxanthin biosynthetic process [GO:1901827]
Q7ZW46	carbohydrate transport [GO:0008643]
Q08BA4	amino acid transmembrane transport [GO:0003333]; cellular response to amino acid stimulus [GO:0071230]; positive regulation of TOR signaling [GO:0032008]
Q3ZMH1	propanoate transport [GO:0015730]; short-chain fatty acid import [GO:0015913]; sodium ion transport [GO:0006814]
Q1LYM3	actin nucleation [GO:0045010]; formin-nucleated actin cable assembly [GO:0070649]; positive regulation of double-strand break repair [GO:2000781]; protein transport [GO:0015031]; vesicle-mediated transport [GO:0016192]
Q7T2B3	
Q696W0	cardiovascular system development [GO:0072358]; muscle organ development [GO:0007517]
Q6DBR6	intracellular signal transduction [GO:0035556]; positive regulation of protein localization to plasma membrane [GO:1903078]; positive regulation of voltage-gated calcium channel activity [GO:1901387]; regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum [GO:0010880]; skeletal muscle contraction [GO:0003009]; skeletal muscle tissue development [GO:0007519]; T-tubule organization [GO:0033292]
Q8JH70	fructose 1,6-bisphosphate metabolic process [GO:0030388]; glycolytic process [GO:0006096]
A9JRD8	neurogenesis [GO:0022008]; regulation of neurogenesis [GO:0050767]
Q4V909	positive regulation of ubiquitin-dependent protein catabolic process [GO:2000060]; protein transport [GO:0015031]
A6H8T7	protein deglutamylation [GO:0035608]; protein side chain deglutamylation [GO:0035610]
Q7ZVS8	7-methylguanosine mRNA capping [GO:0006370]; cap1 mRNA methylation [GO:0097309]; cap2 mRNA methylation [GO:0097310]
A0JME6	
Q8JGR7	cellular response to DNA damage stimulus [GO:0006974]; lens development in camera-type eye [GO:0002088]; snRNA 3'-end processing [GO:0034472]
Q7ZUV2	brain development [GO:0007420]; cell cycle [GO:0007049]; cell division [GO:0051301]; microtubule depolymerization [GO:0007019]; microtubule severing [GO:0051013]; midbrain development [GO:0030901]
F1REV3	angiogenesis [GO:0001525]; anterior/posterior axis specification [GO:0009948]; atrioventricular valve morphogenesis [GO:0003181]; blood vessel development [GO:0001568]; blood vessel lumenization [GO:0072554]; blood vessel morphogenesis [GO:0048514]; endothelial cell morphogenesis [GO:0001886]; heart contraction [GO:0060047]; heart development [GO:0007507]; heart morphogenesis [GO:0003007]; negative regulation of endothelial cell differentiation [GO:0045602]; vacuole organization [GO:0007033]; vasculogenesis [GO:0001570]
B3DFV0	
F1RD85	collagen fibril organization [GO:0030199]; fibronectin fibril organization [GO:1905590]; inflammatory response [GO:0006954]; lung development [GO:0030324]; negative regulation of T-helper 17 cell lineage commitment [GO:2000329]; peptidyl-lysine oxidation [GO:0018057]; positive regulation of integrin-mediated signaling pathway [GO:2001046]; roof of mouth development [GO:0060021]; somite development [GO:0061053]; spinal cord development [GO:0021510]
Q5EAQ1	regulation of translational initiation [GO:0006446]
Q6IQ63	regulation of transcription by RNA polymerase II [GO:0006357]; RNA polymerase II preinitiation complex assembly [GO:0051123]
Q4VBS4	protein initiator methionine removal [GO:0070084]
Q8JHI6	eye photoreceptor cell development [GO:0042462]
Q642H2	cell differentiation [GO:0030154]; positive regulation of fat cell differentiation [GO:0045600]; positive regulation of glucose import [GO:0046326]; positive regulation of lipid biosynthetic process [GO:0046889]; positive regulation of transcription, DNA-templated [GO:0045893]
Q673G8	mesoderm morphogenesis [GO:0048332]; multicellular organism development [GO:0007275]; negative regulation of nodal signaling pathway [GO:1900108]; Wnt signaling pathway [GO:0016055]
F1QGH7	cell adhesion [GO:0007155]; convergent extension [GO:0060026]; determination of dorsal/ventral asymmetry [GO:0048262]; dorsal/ventral pattern formation [GO:0009953]; ectoderm development [GO:0007398]; embryonic axis specification [GO:0000578]; glomerular filtration [GO:0003094]; liver development [GO:0001889]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of Wnt signaling pathway involved in dorsal/ventral axis specification [GO:2000055]; Wnt signaling pathway [GO:0016055]
Q5PR34	amino acid transport [GO:0006865]; L-arginine import across plasma membrane [GO:0097638]; L-ornithine transmembrane transport [GO:1903352]
Q7ZUX6	peptidyl-lysine modification to peptidyl-hypusine [GO:0008612]
Q29RA3	protein dephosphorylation [GO:0006470]
Q566R7	positive regulation of JNK cascade [GO:0046330]; regulation of cell population proliferation [GO:0042127]; transforming growth factor beta receptor signaling pathway [GO:0007179]
Q7SY07	
Q05159	embryonic organ development [GO:0048568]; hindbrain morphogenesis [GO:0021575]; myelination of posterior lateral line nerve axons [GO:0048932]; positive regulation of transcription by RNA polymerase II [GO:0045944]; rhombomere boundary formation [GO:0021654]
Q6DGQ1	I-kappaB kinase/NF-kappaB signaling [GO:0007249]
Q7ZV34	cell cycle [GO:0007049]; formation of translation preinitiation complex [GO:0001731]; regulation of growth [GO:0040008]; translation reinitiation [GO:0002188]
Q08BZ4	carbohydrate metabolic process [GO:0005975]; malate metabolic process [GO:0006108]; NADH metabolic process [GO:0006734]; oxaloacetate metabolic process [GO:0006107]; tricarboxylic acid cycle [GO:0006099]
Q6DBX0	
Q566Y8	mRNA processing [GO:0006397]; mRNA transport [GO:0051028]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of translation [GO:0006417]; RNA splicing [GO:0008380]
Q4VBT5	protein ubiquitination [GO:0016567]
Q1LUQ4	antigen processing and presentation of exogenous peptide antigen via MHC class I [GO:0042590]
Q9DFG8	cell differentiation [GO:0030154]; nervous system development [GO:0007399]; protein ubiquitination [GO:0016567]
Q6PD99	cartilage development [GO:0051216]; central nervous system development [GO:0007417]; neural retina development [GO:0003407]
Q7ZYX1	apoptotic process [GO:0006915]; early endosome to late endosome transport [GO:0045022]; endosome organization [GO:0007032]; endosome to lysosome transport [GO:0008333]; lysosome organization [GO:0007040]; protein polyubiquitination [GO:0000209]; protein transport [GO:0015031]
Q1LVP6	attachment of spindle microtubules to kinetochore [GO:0008608]; chromatin organization [GO:0006325]; double-strand break repair [GO:0006302]; mitotic spindle assembly [GO:0090307]; positive regulation of DNA repair [GO:0045739]; protein K63-linked deubiquitination [GO:0070536]; response to ionizing radiation [GO:0010212]; signal transduction involved in G2 DNA damage checkpoint [GO:0072425]
Q7T291	
Q5XJ13	embryo development ending in birth or egg hatching [GO:0009792]; pronephros development [GO:0048793]
Q708S7	cellular response to pH [GO:0071467]; protein homotrimerization [GO:0070207]
Q6NW59	bone mineralization [GO:0030282]; cellular response to amino acid starvation [GO:0034198]; cellular response to oxidative stress [GO:0034599]; embryonic hemopoiesis [GO:0035162]; endoplasmic reticulum unfolded protein response [GO:0030968]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; lens fiber cell morphogenesis [GO:0070309]; negative regulation of transcription by RNA polymerase II [GO:0000122]; PERK-mediated unfolded protein response [GO:0036499]; positive regulation of apoptotic process [GO:0043065]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress [GO:1990440]; positive regulation of transcription from RNA polymerase II promoter in response to oxidative stress [GO:0036091]; regulation of osteoblast differentiation [GO:0045667]; regulation of synaptic plasticity [GO:0048167]; regulation of transcription by RNA polymerase II [GO:0006357]; rhythmic process [GO:0048511]
Q6NWG4	DNA repair [GO:0006281]; histone H3-R2 methylation [GO:0034970]; negative regulation of gene expression [GO:0010629]; negative regulation of histone H3-K4 methylation [GO:0051572]; negative regulation of transcription, DNA-templated [GO:0045892]; peptidyl-arginine methylation, to asymmetrical-dimethyl arginine [GO:0019919]; peptidyl-arginine N-methylation [GO:0035246]
Q9I9N6	activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; apoptotic process [GO:0006915]; defense response to bacterium [GO:0042742]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; positive regulation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0043280]
Q9DG12	axon guidance [GO:0007411]; brain development [GO:0007420]; cardiac ventricle morphogenesis [GO:0003208]; cell-cell adhesion [GO:0098609]; diencephalon development [GO:0021536]; dopaminergic neuron differentiation [GO:0071542]; hypothalamus cell differentiation [GO:0021979]; liver morphogenesis [GO:0072576]; multicellular organism development [GO:0007275]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of transcription, DNA-templated [GO:0006355]; response to hypoxia [GO:0001666]; signal transduction [GO:0007165]; swim bladder inflation [GO:0048798]; ventricular system development [GO:0021591]
Q6NW76	abscission [GO:0009838]; cellular response to UV [GO:0034644]; chromosome segregation [GO:0007059]; cleavage furrow formation [GO:0036089]; histone H3-S28 phosphorylation [GO:0043988]; microtubule cytoskeleton organization [GO:0000226]; mitotic cytokinesis [GO:0000281]; mitotic cytokinesis checkpoint [GO:0044878]; mitotic spindle assembly checkpoint [GO:0007094]; mitotic spindle midzone assembly [GO:0051256]; mitotic spindle organization [GO:0007052]; negative regulation of B cell apoptotic process [GO:0002903]; negative regulation of cytokinesis [GO:0032466]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of cytokinesis [GO:0032467]; protein localization to kinetochore [GO:0034501]; protein phosphorylation [GO:0006468]; regulation of cytokinesis [GO:0032465]
P57094	activation of JUN kinase activity [GO:0007257]; determination of left/right symmetry [GO:0007368]; dorsal/ventral axis specification [GO:0009950]; dorsal/ventral pattern formation [GO:0009953]; embryonic eye morphogenesis [GO:0048048]; eye development [GO:0001654]; fin regeneration [GO:0031101]; forebrain anterior/posterior pattern specification [GO:0021797]; forebrain development [GO:0030900]; forebrain neuron fate commitment [GO:0021877]; muscle cell development [GO:0055001]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of Wnt signaling pathway [GO:0030178]; negative regulation of Wnt signaling pathway involved in dorsal/ventral axis specification [GO:2000054]; neural plate anterior/posterior regionalization [GO:0021999]; olfactory placode formation [GO:0030910]; optic placode formation [GO:0001743]; positive regulation of JNK cascade [GO:0046330]; positive regulation of JUN kinase activity [GO:0043507]; Wnt signaling pathway involved in somitogenesis [GO:0090244]
Q9YHT4	embryonic hemopoiesis [GO:0035162]; erythrocyte development [GO:0048821]; erythrocyte differentiation [GO:0030218]; heme biosynthetic process [GO:0006783]; hemoglobin biosynthetic process [GO:0042541]; hemoglobin metabolic process [GO:0020027]; protoporphyrinogen IX biosynthetic process [GO:0006782]; response to hypoxia [GO:0001666]
Q568T4	cellular response to heat [GO:0034605]; protein import into nucleus [GO:0006606]; protein transport [GO:0015031]
Q6P121	myelination [GO:0042552]; phosphatidylinositol phosphorylation [GO:0046854]; protein localization to plasma membrane [GO:0072659]
Q5RII9	axon extension [GO:0048675]; cell cycle [GO:0007049]; cell division [GO:0051301]; cytoplasmic microtubule organization [GO:0031122]
F1QEG2	sarcomere organization [GO:0045214]; skeletal muscle cell differentiation [GO:0035914]; skeletal muscle fiber development [GO:0048741]
Q6NYV8	CDP-diacylglycerol biosynthetic process [GO:0016024]; embryonic hemopoiesis [GO:0035162]; endothelial cell development [GO:0001885]; hemangioblast cell differentiation [GO:0060217]; phosphatidylinositol acyl-chain remodeling [GO:0036149]
Q6PFM4	endoplasmic reticulum tubular network maintenance [GO:0071788]; endoplasmic reticulum tubular network organization [GO:0071786]; positive regulation of endoplasmic reticulum tubular network organization [GO:1903373]
Q0P3X8	cellular response to amino acid stimulus [GO:0071230]; positive regulation of TOR signaling [GO:0032008]; protein localization to lysosome [GO:0061462]; regulation of cell size [GO:0008361]
A8WHP9	
Q6NYT1	protein ubiquitination [GO:0016567]; regulation of transcription by RNA polymerase II [GO:0006357]
Q63ZW2	cellular response to DNA damage stimulus [GO:0006974]; cristae formation [GO:0042407]
Q2TLY2	chemotaxis [GO:0006935]; neuronal signal transduction [GO:0023041]
Q1LU93	dendrite morphogenesis [GO:0048813]; regulation of actin filament polymerization [GO:0030833]; regulation of filopodium assembly [GO:0051489]
A0MTA1	base-excision repair [GO:0006284]; DNA demethylation [GO:0080111]; heart contraction [GO:0060047]; heart looping [GO:0001947]; negative regulation of apoptotic process [GO:0043066]; oxidation-reduction process [GO:0055114]; positive regulation of gene expression [GO:0010628]
F1QY75	cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle spindle assembly checkpoint [GO:0090266]
P58368	regulation of bone mineralization [GO:0030500]
Q5W7F1	ceramide biosynthetic process [GO:0046513]; ceramide catabolic process [GO:0046514]; ceramide metabolic process [GO:0006672]; long-chain fatty acid biosynthetic process [GO:0042759]; multicellular organism development [GO:0007275]; regulation of mitotic cell cycle [GO:0007346]; sphingosine biosynthetic process [GO:0046512]; sphingosine metabolic process [GO:0006670]
B8JKP6	kidney development [GO:0001822]; pronephros development [GO:0048793]
Q5SP46	O-glycan processing [GO:0016266]
Q5XXA7	
Q7SXM0	histone H3 deacetylation [GO:0070932]; histone H4 deacetylation [GO:0070933]; positive regulation of transcription by RNA polymerase II [GO:0045944]
Q6ZM28	heme transport [GO:0015886]
Q9I9L0	anterior/posterior pattern specification [GO:0009952]; artery development [GO:0060840]; artery morphogenesis [GO:0048844]; blood vessel development [GO:0001568]; blood vessel morphogenesis [GO:0048514]; cell differentiation [GO:0030154]; circulatory system development [GO:0072359]; dorsal aorta morphogenesis [GO:0035912]; heart development [GO:0007507]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; Notch signaling pathway [GO:0007219]; Notch signaling pathway involved in arterial endothelial cell fate commitment [GO:0060853]; regulation of neurogenesis [GO:0050767]; vasculogenesis [GO:0001570]
P22574	anterior/posterior pattern specification [GO:0009952]; embryonic skeletal system morphogenesis [GO:0048704]; skeletal system development [GO:0001501]
Q98SH9	multicellular organism development [GO:0007275]; regulation of transcription, DNA-templated [GO:0006355]
P28174	anterior/posterior pattern specification [GO:0009952]; embryonic skeletal system morphogenesis [GO:0048704]; positive regulation of transcription by RNA polymerase II [GO:0045944]
P31533	anterior/posterior pattern specification [GO:0009952]; cell fate specification [GO:0001708]; midbrain development [GO:0030901]; midbrain-hindbrain boundary development [GO:0030917]; neuron differentiation [GO:0030182]; regulation of transcription by RNA polymerase II [GO:0006357]
Q6GMG5	developmental pigmentation [GO:0048066]; eye development [GO:0001654]; GMP biosynthetic process [GO:0006177]; GTP biosynthetic process [GO:0006183]
F1QPR4	
Q1LVC2	chromatin remodeling [GO:0006338]; histone H3-K4 demethylation, trimethyl-H3-K4-specific [GO:0034721]; multicellular organism development [GO:0007275]; negative regulation of histone methylation [GO:0031061]; negative regulation of transcription, DNA-templated [GO:0045892]; positive regulation of histone H3-K9 methylation [GO:0051574]; stem cell differentiation [GO:0048863]
Q6DGL2	I-kappaB kinase/NF-kappaB signaling [GO:0007249]
Q6NYM1	cell cycle [GO:0007049]; cell division [GO:0051301]; chromosome passenger complex localization to spindle midzone [GO:0035853]; COPII vesicle coating [GO:0048208]; protein monoubiquitination [GO:0006513]; protein ubiquitination [GO:0016567]; regulation of cytokinesis [GO:0032465]
Q08CM4	cell cycle [GO:0007049]; regulation of transcription, DNA-templated [GO:0006355]
Q6DGK2	carbohydrate metabolic process [GO:0005975]; carboxylic acid metabolic process [GO:0019752]
Q6AXL3	immune response [GO:0006955]; inflammatory response [GO:0006954]; microglia development [GO:0014005]; sequestering of TGFbeta in extracellular matrix [GO:0035583]; superoxide metabolic process [GO:0006801]; transforming growth factor beta1 activation [GO:0036364]; transforming growth factor beta receptor signaling pathway [GO:0007179]
Q803S3	
F1QWK4	actin cytoskeleton organization [GO:0030036]; actin filament depolymerization [GO:0030042]; cytoskeleton organization [GO:0007010]; exocytosis [GO:0006887]; oxidation-reduction process [GO:0055114]
Q6PFL0	camera-type eye development [GO:0043010]; retinal cone cell development [GO:0046549]
F1QGH6	ectoderm development [GO:0007398]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; regulation of canonical Wnt signaling pathway [GO:0060828]; Wnt signaling pathway [GO:0016055]
Q98TT6	negative regulation of translational initiation [GO:0045947]; regulation of muscle hypertrophy [GO:0014743]
A3KPK0	miRNA mediated inhibition of translation [GO:0035278]; mRNA catabolic process [GO:0006402]; regulation of stem cell proliferation [GO:0072091]
Q5M9P8	cilium assembly [GO:0060271]; determination of left/right symmetry [GO:0007368]; gastrulation [GO:0007369]; intracellular protein transport [GO:0006886]; Kupffer's vesicle development [GO:0070121]; melanosome transport [GO:0032402]; pectoral fin development [GO:0033339]; protein localization to cilium [GO:0061512]; regulation of Notch signaling pathway [GO:0008593]; response to stimulus [GO:0050896]; vesicle-mediated transport [GO:0016192]; visual perception [GO:0007601]
Q6PFS7	autophagosome assembly [GO:0000045]; autophagy of mitochondrion [GO:0000422]; autophagy of nucleus [GO:0044804]; mitochondrial fragmentation involved in apoptotic process [GO:0043653]; protein transport [GO:0015031]
Q6AZD3	histone H2A acetylation [GO:0043968]; histone H3-K14 acetylation [GO:0044154]; histone H3-K23 acetylation [GO:0043972]; histone H4-K12 acetylation [GO:0043983]; histone H4-K5 acetylation [GO:0043981]; histone H4-K8 acetylation [GO:0043982]
O13148	anterior/posterior pattern specification [GO:0009952]; axon guidance [GO:0007411]; cell-cell recognition [GO:0009988]; forebrain development [GO:0030900]; multicellular organism development [GO:0007275]; negative regulation of axon extension [GO:0030517]; negative regulation of collateral sprouting of intact axon in response to injury [GO:0048685]; optic vesicle morphogenesis [GO:0003404]; positive regulation of kinase activity [GO:0033674]; regulation of myelination [GO:0031641]; rhombomere boundary formation [GO:0021654]; somite development [GO:0061053]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]
Q5TYV0	
Q6NYP8	peptidyl-lysine methylation [GO:0018022]
Q6DH69	lipid catabolic process [GO:0016042]
Q6DC60	
Q1LWH4	DNA repair [GO:0006281]; double-strand break repair via homologous recombination [GO:0000724]; interstrand cross-link repair [GO:0036297]; nucleotide-excision repair [GO:0006289]; nucleotide-excision repair, DNA incision [GO:0033683]
Q5IGR7	heparan sulfate proteoglycan biosynthetic process [GO:0015012]; protein glycosylation [GO:0006486]
Q5IGR6	heparan sulfate proteoglycan biosynthetic process [GO:0015012]; protein glycosylation [GO:0006486]
Q7ZVV1	apoptotic process [GO:0006915]; DNA topological change [GO:0006265]; nucleotide-excision repair, DNA incision [GO:0033683]; protein phosphorylation [GO:0006468]; response to UV [GO:0009411]; transcription by RNA polymerase II [GO:0006366]; transcription-coupled nucleotide-excision repair [GO:0006283]; transcription initiation from RNA polymerase II promoter [GO:0006367]
Q6PFS5	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; protein retention in ER lumen [GO:0006621]; protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]
Q566N9	
Q6PBI4	angiogenesis [GO:0001525]; lymph vessel development [GO:0001945]; primitive erythrocyte differentiation [GO:0060319]; primitive hemopoiesis [GO:0060215]; vasculature development [GO:0001944]
Q6NZ18	mRNA splice site selection [GO:0006376]
A0A2R8Q1W5	cellular response to oxidative stress [GO:0034599]; cellular response to prostaglandin stimulus [GO:0071379]; cellular response to xenobiotic stimulus [GO:0071466]; protein ubiquitination [GO:0016567]; regulation of autophagy [GO:0010506]; ubiquitin-dependent protein catabolic process [GO:0006511]
Q5U3S1	cytoplasmic microtubule organization [GO:0031122]; spermatogenesis [GO:0007283]
Q6NYV9	embryonic cranial skeleton morphogenesis [GO:0048701]; glial cell development [GO:0021782]; heart development [GO:0007507]; histone modification [GO:0016570]; melanocyte differentiation [GO:0030318]; neural crest cell development [GO:0014032]; positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]; spinal cord oligodendrocyte cell differentiation [GO:0021529]; transcription elongation from RNA polymerase II promoter [GO:0006368]; xanthophore differentiation [GO:0050936]
Q1LY46	calcium export from the mitochondrion [GO:0099093]; cellular metal ion homeostasis [GO:0006875]; mitochondrial calcium ion homeostasis [GO:0051560]; mitochondrial calcium ion transmembrane transport [GO:0006851]; protein hexamerization [GO:0034214]; protein homooligomerization [GO:0051260]
Q6PBA2	
Q3B748	dendrite extension [GO:0097484]; positive regulation of dendritic spine development [GO:0060999]
Q803D2	apical protein localization [GO:0045176]; brain morphogenesis [GO:0048854]; cell division [GO:0051301]; establishment of mitotic spindle orientation [GO:0000132]; germ cell development [GO:0007281]; microtubule organizing center organization [GO:0031023]; microtubule sliding [GO:0051012]; nuclear migration [GO:0007097]; photoreceptor cell maintenance [GO:0045494]; regulation of microtubule motor activity [GO:2000574]; retrograde axonal transport [GO:0008090]; vesicle transport along microtubule [GO:0047496]
Q98880	chemical synaptic transmission [GO:0007268]; chondrocyte intercalation involved in growth plate cartilage morphogenesis [GO:0003428]; ion transmembrane transport [GO:0034220]; membrane repolarization [GO:0086009]; motor neuron axon guidance [GO:0008045]; nervous system process [GO:0050877]; neuromuscular synaptic transmission [GO:0007274]; receptor clustering [GO:0043113]; regulation of axon extension [GO:0030516]; regulation of membrane potential [GO:0042391]; response to nicotine [GO:0035094]; signal transduction [GO:0007165]; skeletal muscle fiber development [GO:0048741]; skeletal system morphogenesis [GO:0048705]; synaptic transmission, cholinergic [GO:0007271]
Q3B7H1	
Q68Y21	modulation of chemical synaptic transmission [GO:0050804]; synaptic transmission, glutamatergic [GO:0035249]
Q7SY48	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; negative regulation of apoptotic process [GO:0043066]; positive regulation of transcription by RNA polymerase I [GO:0045943]; regulation of RNA stability [GO:0043487]
Q8AXV6	adenohypophysis development [GO:0021984]; anterior/posterior pattern specification [GO:0009952]; cell differentiation [GO:0030154]; circulatory system development [GO:0072359]; negative regulation of transcription by RNA polymerase II [GO:0000122]; Notch signaling pathway [GO:0007219]; regulation of neurogenesis [GO:0050767]
Q7T273	cellular iron ion homeostasis [GO:0006879]; cellular response to progesterone stimulus [GO:0071393]; cellular response to steroid hormone stimulus [GO:0071383]; defense response to bacterium [GO:0042742]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; iron ion homeostasis [GO:0055072]; response to bacterium [GO:0009617]
P15862	anterior/posterior pattern specification [GO:0009952]
Q90472	multicellular organism development [GO:0007275]; regulation of transcription, DNA-templated [GO:0006355]
A5JV83	
Q8JFV4	endocytosis [GO:0006897]; protein localization [GO:0008104]; retrograde transport, endosome to Golgi [GO:0042147]
Q6NXA4	defense response to virus [GO:0051607]
Q5PR66	axoneme assembly [GO:0035082]; cilium assembly [GO:0060271]; intraciliary anterograde transport [GO:0035720]; intraciliary transport [GO:0042073]; intraciliary transport involved in cilium assembly [GO:0035735]; photoreceptor cell differentiation [GO:0046530]; photoreceptor cell morphogenesis [GO:0008594]; photoreceptor cell outer segment organization [GO:0035845]; pronephric duct morphogenesis [GO:0039023]; protein localization to cilium [GO:0061512]; smoothened signaling pathway [GO:0007224]
Q6PFM0	cell differentiation [GO:0030154]; histone H4-R3 demethylation [GO:0070079]; mRNA processing [GO:0006397]; peptidyl-lysine hydroxylation to 5-hydroxy-L-lysine [GO:0018395]; phagocytosis [GO:0006909]; protein demethylation [GO:0006482]; protein homooligomerization [GO:0051260]; regulation of mRNA splicing, via spliceosome [GO:0048024]; RNA splicing [GO:0008380]; sprouting angiogenesis [GO:0002040]
Q6IQX0	chromatin remodeling [GO:0006338]; histone H3-K4 demethylation [GO:0034720]
A5PF61	digestive system development [GO:0055123]; embryonic liver development [GO:1990402]; liver development [GO:0001889]
P52889	eye development [GO:0001654]; forebrain development [GO:0030900]; neuron differentiation [GO:0030182]; positive regulation of transcription by RNA polymerase II [GO:0045944]
B8A4W9	collagen fibril organization [GO:0030199]; embryonic viscerocranium morphogenesis [GO:0048703]; fibronectin fibril organization [GO:1905590]; inflammatory response [GO:0006954]; lung development [GO:0030324]; negative regulation of T-helper 17 cell lineage commitment [GO:2000329]; peptidyl-lysine oxidation [GO:0018057]; positive regulation of integrin-mediated signaling pathway [GO:2001046]; roof of mouth development [GO:0060021]; somite development [GO:0061053]; spinal cord development [GO:0021510]
B1Q006	lipid modification [GO:0030258]; peptidyl-serine octanoylation [GO:0018191]; response to food [GO:0032094]
Q568I2	ceramide catabolic process [GO:0046514]; sphingosine biosynthetic process [GO:0046512]
