Entry	Gene ontology (biological process)
Q9XFH4	DNA mediated transformation [GO:0009294]; DNA methylation-dependent heterochromatin assembly [GO:0006346]; heterochromatin maintenance [GO:0070829]; negative regulation of histone H4 acetylation [GO:0090241]; positive regulation of histone H3-K9 methylation [GO:0051574]; regulation of DNA methylation [GO:0044030]; regulation of gene expression by genetic imprinting [GO:0006349]; transposition, RNA-mediated [GO:0032197]
Q8LB01	diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]
Q41914	defense response [GO:0006952]; defense response to fungus [GO:0050832]; killing of cells of other organism [GO:0031640]
O80574	diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]
Q9ASU1	glycerol metabolic process [GO:0006071]; lipid droplet organization [GO:0034389]; lipid metabolic process [GO:0006629]; neutral lipid biosynthetic process [GO:0046460]; triglyceride biosynthetic process [GO:0019432]
Q9T017	
Q9FI66	
Q9S7A0	glutamate catabolic process [GO:0006538]; regulation of nitrogen compound metabolic process [GO:0051171]
Q9M1E6	regulation of transcription, DNA-templated [GO:0006355]; root radial pattern formation [GO:0090057]
Q9ZV19	
Q9LVF1	abscission [GO:0009838]; endomembrane system organization [GO:0010256]
Q9FI94	embryo sac development [GO:0009553]; peptidyl-lysine modification to peptidyl-hypusine [GO:0008612]
Q38946	glutamate catabolic process [GO:0006538]; response to cadmium ion [GO:0046686]
Q9ZQG9	carbohydrate metabolic process [GO:0005975]; cell wall organization [GO:0071555]; defense response [GO:0006952]
P48006	translational elongation [GO:0006414]
P93007	ethylene-activated signaling pathway [GO:0009873]
Q3MK94	calcium-mediated signaling [GO:0019722]; mRNA destabilization [GO:0061157]
Q9FHB6	response to nematode [GO:0009624]
Q9LMJ4	cell wall modification [GO:0042545]; defense response [GO:0006952]; exocytosis [GO:0006887]; positive regulation of defense response to bacterium [GO:1900426]; positive regulation of defense response to oomycetes [GO:1902290]; regulation of defense response to fungus [GO:1900150]; regulation of stomatal closure [GO:0090333]; response to bacterium [GO:0009617]; response to fungus [GO:0009620]; response to molecule of bacterial origin [GO:0002237]; response to molecule of fungal origin [GO:0002238]; response to water deprivation [GO:0009414]
O81024	phosphatidylethanolamine biosynthetic process [GO:0006646]; phospholipid biosynthetic process [GO:0008654]
O04211	entrainment of circadian clock [GO:0009649]; flower development [GO:0009908]; photoperiodism [GO:0009648]; photoperiodism, flowering [GO:0048573]; positive regulation of circadian rhythm [GO:0042753]; red, far-red light phototransduction [GO:0009585]; red or far-red light signaling pathway [GO:0010017]; regulation of flower development [GO:0009909]; response to karrikin [GO:0080167]; response to red light [GO:0010114]; rhythmic process [GO:0048511]
I3XHK1	double-strand break repair via synthesis-dependent strand annealing [GO:0045003]; interstrand cross-link repair [GO:0036297]; replication fork reversal [GO:0071932]
Q39176	defense response to fungus [GO:0050832]; induced systemic resistance [GO:0009682]; response to abscisic acid [GO:0009737]; response to cold [GO:0009409]; response to salt stress [GO:0009651]
Q94KE0	glucose import [GO:0046323]; monosaccharide transmembrane transport [GO:0015749]; response to abscisic acid [GO:0009737]; response to salt stress [GO:0009651]; response to water deprivation [GO:0009414]
O22259	cellular response to hypoxia [GO:0071456]; ethylene-activated signaling pathway [GO:0009873]; regulation of root development [GO:2000280]; response to anoxia [GO:0034059]
Q9LUP7	
Q9LSX0	ethylene-activated signaling pathway [GO:0009873]; positive regulation of abscisic acid-activated signaling pathway [GO:0009789]; positive regulation of cellular defense response [GO:0010186]; positive regulation of transcription, DNA-templated [GO:0045893]; stomatal closure [GO:0090332]
Q9FMC1	
Q2V3N5	protein ubiquitination [GO:0016567]
Q9SZ95	
Q4PSE7	
Q9LQ28	ethylene-activated signaling pathway [GO:0009873]
Q9C6I6	fatty acid beta-oxidation using acyl-CoA dehydrogenase [GO:0033539]
Q8S4Q6	far-red light signaling pathway [GO:0010018]; heterochromatin assembly by small RNA [GO:0031048]; maintenance of protein location in nucleus [GO:0051457]; photomorphogenesis [GO:0009640]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of response to salt stress [GO:1901000]; regulation of seed germination [GO:0010029]; response to absence of light [GO:0009646]; response to far red light [GO:0010218]; response to light stimulus [GO:0009416]; response to red light [GO:0010114]; response to red or far red light [GO:0009639]
Q9FJI5	glucose metabolic process [GO:0006006]; pentose-phosphate shunt, oxidative branch [GO:0009051]
O04253	cell wall organization [GO:0071555]; pectin biosynthetic process [GO:0045489]
Q9LFC6	cell adhesion [GO:0007155]; cell wall organization [GO:0071555]; fucose metabolic process [GO:0006004]; regulation of plant-type cell wall organization or biogenesis [GO:0080157]
Q9LXD8	carpel formation [GO:0048462]; gynoecium development [GO:0048467]; regulation of transcription, DNA-templated [GO:0006355]; transmitting tissue development [GO:0010500]
Q9SHH6	2,4,6-trinitrotoluene catabolic process [GO:0046256]; glutathione metabolic process [GO:0006749]; toxin catabolic process [GO:0009407]
Q0WP44	gene silencing by RNA [GO:0031047]; leaf morphogenesis [GO:0009965]; miRNA export from nucleus [GO:0061716]; negative regulation of flower development [GO:0009910]; polarity specification of adaxial/abaxial axis [GO:0009944]; regulation of protein export from nucleus [GO:0046825]; RNA export from nucleus [GO:0006405]; root development [GO:0048364]; shoot system development [GO:0048367]
Q9LTE2	
Q9T0K7	valine catabolic process [GO:0006574]
Q8GS71	cellulose microfibril organization [GO:0010215]; cytoskeleton-dependent intracellular transport [GO:0030705]; microtubule-based movement [GO:0007018]; mitotic spindle organization [GO:0007052]; plant-type cell wall biogenesis [GO:0009832]
Q9C639	photosynthesis, light harvesting in photosystem I [GO:0009768]; protein-chromophore linkage [GO:0018298]; response to cold [GO:0009409]; response to high light intensity [GO:0009644]; response to light stimulus [GO:0009416]; response to low light intensity stimulus [GO:0009645]
Q6NQI8	ceramide biosynthetic process [GO:0046513]; very long-chain fatty acid biosynthetic process [GO:0042761]
Q9M1R1	L-cysteine catabolic process to pyruvate [GO:0019450]
Q9S9U1	
Q6TBX7	carotenoid biosynthetic process [GO:0016117]; oxidation-reduction process [GO:0055114]
Q9SGI7	
Q9M021	abscisic acid-activated signaling pathway [GO:0009738]; defense response [GO:0006952]; defense response to bacterium [GO:0042742]; defense response to oomycetes [GO:0002229]; pattern recognition receptor signaling pathway [GO:0002221]; response to abscisic acid [GO:0009737]; seed germination [GO:0009845]
Q9SJL6	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi to vacuole transport [GO:0006896]; intra-Golgi vesicle-mediated transport [GO:0006891]; protein targeting to vacuole [GO:0006623]; retrograde transport, endosome to Golgi [GO:0042147]; vesicle fusion with Golgi apparatus [GO:0048280]
P92513	
Q8GWG6	positive regulation of ERAD pathway [GO:1904294]; response to endoplasmic reticulum stress [GO:0034976]
Q9FN52	glucosinolate biosynthetic process [GO:0019761]; leucine biosynthetic process [GO:0009098]
Q9M2I0	
Q9M2H9	
Q9SSM2	
Q9FLX4	
P93819	carbohydrate metabolic process [GO:0005975]; malate metabolic process [GO:0006108]; NADH metabolic process [GO:0006734]; oxaloacetate metabolic process [GO:0006107]; response to cadmium ion [GO:0046686]; response to zinc ion [GO:0010043]; tricarboxylic acid cycle [GO:0006099]
Q9FJV7	calcium import into the mitochondrion [GO:0036444]; mitochondrial calcium ion homeostasis [GO:0051560]
F4IFF3	DNA replication initiation [GO:0006270]; double-strand break repair via homologous recombination [GO:0000724]; meiotic cell cycle [GO:0051321]
F4HRJ4	activation of protein kinase activity [GO:0032147]; pattern recognition receptor signaling pathway [GO:0002221]; regulation of defense response to bacterium [GO:1900424]; regulation of defense response to fungus [GO:1900150]; regulation of mitotic cell cycle [GO:0007346]; signal transduction by protein phosphorylation [GO:0023014]; stress-activated protein kinase signaling cascade [GO:0031098]
Q9S7G7	negative regulation of cell population proliferation [GO:0008285]; negative regulation of cellular response to caffeine [GO:1901181]; negative regulation of transcription, DNA-templated [GO:0045892]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of cytokinesis [GO:0032465]; regulation of transcription, DNA-templated [GO:0006355]
Q9XFK7	abscisic acid-activated signaling pathway [GO:0009738]; positive regulation of seed germination [GO:0010030]; response to abscisic acid [GO:0009737]
O80475	jasmonic acid metabolic process [GO:0009694]; salicylic acid metabolic process [GO:0009696]
O49636	mitochondrial pyruvate transmembrane transport [GO:0006850]
Q5D892	chiasma assembly [GO:0051026]; reciprocal meiotic recombination [GO:0007131]; resolution of meiotic recombination intermediates [GO:0000712]
Q9FZH5	cell wall mannoprotein biosynthetic process [GO:0000032]; GDP-mannose biosynthetic process [GO:0009298]; L-ascorbic acid biosynthetic process [GO:0019853]; protein glycosylation [GO:0006486]; response to absence of light [GO:0009646]; response to cadmium ion [GO:0046686]; response to DDT [GO:0046680]; response to L-ascorbic acid [GO:0033591]; response to sucrose [GO:0009744]; response to zinc ion [GO:0010043]
Q9M0Z6	cellular response to oxidative stress [GO:0034599]; cold acclimation [GO:0009631]; protein repair [GO:0030091]
Q9FWX8	transmembrane transport [GO:0055085]
Q9ZS97	cellular iron ion homeostasis [GO:0006879]; iron-sulfur cluster assembly [GO:0016226]; regulation of response to red or far red light [GO:2000030]
Q9M2Y8	ethylene biosynthetic process [GO:0009693]; fruit ripening [GO:0009835]; regulation of translation [GO:0006417]
Q9C8K2	defense response to virus [GO:0051607]; export from cell [GO:0140352]; lipid transport [GO:0006869]; response to abscisic acid [GO:0009737]; response to salt stress [GO:0009651]; transmembrane transport [GO:0055085]; wax biosynthetic process [GO:0010025]
Q8L7U7	ceramide transport [GO:0035627]; intermembrane lipid transfer [GO:0120009]
Q43383	
Q8RXE7	
Q9LPW7	auxin-activated signaling pathway [GO:0009734]; cellular response to nitrate [GO:0071249]; defense response [GO:0006952]; lateral root development [GO:0048527]; pollen maturation [GO:0010152]; primary root development [GO:0080022]; protein ubiquitination [GO:0016567]; stamen development [GO:0048443]
Q9FZ42	oxidation-reduction process [GO:0055114]
Q9FHM5	xylem and phloem pattern formation [GO:0010051]; xylem development [GO:0010089]
Q9SLK2	
Q9SAZ5	antipodal cell differentiation [GO:0009557]; cytokinin-activated signaling pathway [GO:0009736]; embryo sac egg cell differentiation [GO:0009560]; phosphorelay signal transduction system [GO:0000160]; phosphorylation [GO:0016310]
Q9SIE0	DNA dealkylation involved in DNA repair [GO:0006307]; DNA repair [GO:0006281]; oxidative DNA demethylation [GO:0035511]
Q9LS23	malate transport [GO:0015743]
F4K265	autophagosome assembly [GO:0000045]; protein transport [GO:0015031]
P47927	cell differentiation [GO:0030154]; flower development [GO:0009908]; meristem maintenance [GO:0010073]; plant ovule development [GO:0048481]; seed development [GO:0048316]; specification of floral organ identity [GO:0010093]
Q8GXM7	
F4JTJ9	synaptonemal complex assembly [GO:0007130]
Q9M1X5	protein ubiquitination [GO:0016567]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]
Q9LZZ9	autophagy [GO:0006914]; cellular response to nitrogen starvation [GO:0006995]; protein transport [GO:0015031]
P57720	aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]
Q9SH31	cell wall biogenesis [GO:0042546]; polysaccharide biosynthetic process [GO:0000271]; protein glycosylation [GO:0006486]; root hair elongation [GO:0048767]
O22446	DNA mediated transformation [GO:0009294]; histone acetylation [GO:0016573]; histone H3 deacetylation [GO:0070932]; histone H4 deacetylation [GO:0070933]; jasmonic acid and ethylene-dependent systemic resistance [GO:0009861]; negative regulation of transcription, DNA-templated [GO:0045892]; pathogenesis [GO:0009405]; positive regulation of stem cell population maintenance [GO:1902459]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of multicellular organismal development [GO:2000026]
Q9LK27	
Q9LIF1	negative regulation of transcription by RNA polymerase II [GO:0000122]
O64889	cellulose catabolic process [GO:0030245]; cell wall organization [GO:0071555]
Q9FUS9	glutathione metabolic process [GO:0006749]; toxin catabolic process [GO:0009407]
P46421	glutathione metabolic process [GO:0006749]; response to oxidative stress [GO:0006979]; toxin catabolic process [GO:0009407]
Q9FVS0	metal ion transport [GO:0030001]
F4I1X0	rRNA base methylation [GO:0070475]
Q494Q2	
F4JMH9	
O03986	cellular response to heat [GO:0034605]; protein folding [GO:0006457]; protein stabilization [GO:0050821]
Q8RWX7	asymmetric cell division [GO:0008356]; root development [GO:0048364]
O22941	peptide catabolic process [GO:0043171]; proteolysis involved in cellular protein catabolic process [GO:0051603]
O22759	regulation of transcription, DNA-templated [GO:0006355]
P54968	auxin metabolic process [GO:0009850]
O82234	chloroplast organization [GO:0009658]; leaf development [GO:0048366]; ribosome disassembly [GO:0032790]
Q9FIJ7	energy homeostasis [GO:0097009]; nucleoside diphosphate phosphorylation [GO:0006165]; nucleoside triphosphate biosynthetic process [GO:0009142]; purine nucleotide metabolic process [GO:0006163]
Q9FGC5	
F4K4C5	microtubule-based movement [GO:0007018]
F4JUI9	microtubule-based movement [GO:0007018]
Q38802	diterpenoid biosynthetic process [GO:0016102]; gibberellic acid mediated signaling pathway [GO:0009740]; gibberellin biosynthetic process [GO:0009686]
Q9SV36	microtubule-based movement [GO:0007018]; regulation of microtubule-based process [GO:0032886]; root development [GO:0048364]
Q9LX99	chloroplast accumulation movement [GO:0009904]; chloroplast avoidance movement [GO:0009903]; cytokinesis by cell plate formation [GO:0000911]; microtubule-based movement [GO:0007018]; nuclear migration along microfilament [GO:0031022]; preprophase band assembly [GO:0000913]; viral process [GO:0016032]
Q9C5Y2	brassinosteroid biosynthetic process [GO:0016132]; brassinosteroid homeostasis [GO:0010268]; gibberellin biosynthetic process [GO:0009686]; multicellular organism development [GO:0007275]; oxidation-reduction process [GO:0055114]; sterol metabolic process [GO:0016125]
Q9SCY5	carbohydrate metabolic process [GO:0005975]; fatty acid biosynthetic process [GO:0006633]; nitrate assimilation [GO:0042128]
Q9C7S6	defense response [GO:0006952]; negative regulation of peptidase activity [GO:0010466]; regulation of cell death [GO:0010941]; regulation of pollen tube growth [GO:0080092]; response to herbivore [GO:0080027]; response to insect [GO:0009625]; response to wounding [GO:0009611]
Q8GW44	cytoskeleton-dependent intracellular transport [GO:0030705]; megagametogenesis [GO:0009561]; microtubule-based movement [GO:0007018]; pollen development [GO:0009555]; seed development [GO:0048316]; synapsis [GO:0007129]
Q9C5X3	cell cycle [GO:0007049]; cell division [GO:0051301]; intracellular protein transport [GO:0006886]; vesicle docking involved in exocytosis [GO:0006904]; vesicle-mediated transport [GO:0016192]
Q9SU05	brassinosteroid mediated signaling pathway [GO:0009742]; positive regulation of brassinosteroid mediated signaling pathway [GO:1900459]; protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]
Q9LK72	response to chitin [GO:0010200]; response to oomycetes [GO:0002239]
O64836	
Q9CA30	regulation of gene expression [GO:0010468]
Q9ZPY2	iron ion homeostasis [GO:0055072]; iron ion transport [GO:0006826]; lignin catabolic process [GO:0046274]
Q8RWT0	triterpenoid biosynthetic process [GO:0016104]
O22808	cellular response to chitin [GO:0071323]; innate immune response [GO:0045087]
Q8S3D5	microgametogenesis [GO:0055046]; pollen sperm cell differentiation [GO:0048235]; regulation of transcription, DNA-templated [GO:0006355]; root hair cell development [GO:0080147]; root hair cell differentiation [GO:0048765]; root hair elongation [GO:0048767]
Q94A38	RNA processing [GO:0006396]
P92524	
P93302	
Q9FKF9	regulation of transcription, DNA-templated [GO:0006355]
P92530	regulation of transcription, DNA-templated [GO:0006355]; response to hormone [GO:0009725]
P92522	
Q9XIM0	cellular response to hypoxia [GO:0071456]; defense response to fungus [GO:0050832]; embryo development ending in seed dormancy [GO:0009793]; pollen tube guidance [GO:0010183]
O65312	methylation [GO:0032259]; negative regulation of transcription, DNA-templated [GO:0045892]; regulation of endosperm development [GO:2000014]; regulation of gene expression by genetic imprinting [GO:0006349]; response to absence of light [GO:0009646]; seed morphogenesis [GO:0048317]
Q9FYE1	
P56784	mRNA processing [GO:0006397]; RNA splicing [GO:0008380]; tRNA processing [GO:0008033]
Q8L612	immune response [GO:0006955]; plant-type hypersensitive response [GO:0009626]
Q9SND6	abscisic acid-activated signaling pathway [GO:0009738]; activation of protein kinase activity [GO:0032147]; cell division [GO:0051301]; pollen sperm cell differentiation [GO:0048235]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of mitotic cell cycle [GO:0007346]; regulation of root meristem growth [GO:0010082]; regulation of stomatal closure [GO:0090333]; regulation of unidimensional cell growth [GO:0051510]; response to abscisic acid [GO:0009737]; response to cold [GO:0009409]; response to reactive oxygen species [GO:0000302]; response to salt stress [GO:0009651]; response to water deprivation [GO:0009414]; signal transduction by protein phosphorylation [GO:0023014]; stress-activated protein kinase signaling cascade [GO:0031098]
Q9FJK3	positive regulation of transcription by RNA polymerase II [GO:0045944]
Q42592	cellular response to oxidative stress [GO:0034599]; hydrogen peroxide catabolic process [GO:0042744]; response to reactive oxygen species [GO:0000302]
P40602	lipid metabolic process [GO:0006629]
Q8LGI3	actin filament organization [GO:0007015]; actin filament polymerization [GO:0030041]; Arp2/3 complex-mediated actin nucleation [GO:0034314]; trichome morphogenesis [GO:0010090]
Q6LA42	phosphorelay signal transduction system [GO:0000160]; rhythmic process [GO:0048511]
Q9FGV1	auxin-activated signaling pathway [GO:0009734]; flower development [GO:0009908]; response to auxin [GO:0009733]
O23685	intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192]
Q9ZTA2	
Q84K16	Golgi to vacuole transport [GO:0006896]; intracellular protein transport [GO:0006886]; receptor-mediated endocytosis [GO:0006898]; vesicle-mediated transport [GO:0016192]
Q9ZV51	cellular response to hypoxia [GO:0071456]; protein ubiquitination [GO:0016567]
F4K1J4	flower development [GO:0009908]; histone H3-K36 methylation [GO:0010452]; histone H3-K4 methylation [GO:0051568]; regulation of flower development [GO:0009909]; vegetative to reproductive phase transition of meristem [GO:0010228]
P60112	ATP synthesis coupled proton transport [GO:0015986]
F4IZW8	amino acid transmembrane transport [GO:0003333]
P93031	'de novo' GDP-L-fucose biosynthetic process [GO:0042351]; GDP-mannose metabolic process [GO:0019673]; unidimensional cell growth [GO:0009826]
Q9FFN2	cell wall organization [GO:0071555]; protein glycosylation [GO:0006486]
P48641	cell redox homeostasis [GO:0045454]; glutathione metabolic process [GO:0006749]
Q9LNC4	DNA mediated transformation [GO:0009294]; positive regulation of mitotic cell cycle [GO:0045931]; root development [GO:0048364]
P42769	
Q8H1D7	
Q9LG11	regulation of transcription, DNA-templated [GO:0006355]
Q9LD28	chromatin organization [GO:0006325]; chromatin silencing [GO:0006342]; DNA mediated transformation [GO:0009294]; response to bacterium [GO:0009617]; response to wounding [GO:0009611]
Q9FLE4	positive regulation of translation [GO:0045727]; translation [GO:0006412]
Q6NMS0	glutathione metabolic process [GO:0006749]; toxin catabolic process [GO:0009407]
Q9M9F1	glutathione metabolic process [GO:0006749]; toxin catabolic process [GO:0009407]
O48766	cellulose catabolic process [GO:0030245]; cell wall organization [GO:0071555]
Q8GS60	chlorophyll cycle [GO:0033354]; chlorophyll metabolic process [GO:0015994]
O81072	protein glycosylation [GO:0006486]
B9DHD3	histidine biosynthetic process [GO:0000105]
Q84J88	metal ion transport [GO:0030001]
O81822	cellular response to hypoxia [GO:0071456]; hyperosmotic response [GO:0006972]; protein complex oligomerization [GO:0051259]; protein folding [GO:0006457]; response to heat [GO:0009408]; response to hydrogen peroxide [GO:0042542]; response to reactive oxygen species [GO:0000302]; response to salt stress [GO:0009651]
Q9STW6	cellular response to unfolded protein [GO:0034620]; chaperone cofactor-dependent protein refolding [GO:0051085]; protein refolding [GO:0042026]; protein targeting to chloroplast [GO:0045036]; response to cadmium ion [GO:0046686]; response to cold [GO:0009409]; response to heat [GO:0009408]; response to unfolded protein [GO:0006986]; viral process [GO:0016032]
O22230	cellular response to heat [GO:0034605]; positive regulation of transcription from RNA polymerase II promoter in response to heat stress [GO:0061408]; regulation of transcription from RNA polymerase II promoter in response to stress [GO:0043618]; response to cadmium ion [GO:0046686]
Q9C7X7	cellular response to unfolded protein [GO:0034620]; chaperone cofactor-dependent protein refolding [GO:0051085]; protein refolding [GO:0042026]; response to cadmium ion [GO:0046686]; response to heat [GO:0009408]; response to unfolded protein [GO:0006986]
Q9SVF3	response to hormone [GO:0009725]; response to sucrose [GO:0009744]
F4IZM8	flower development [GO:0009908]; mRNA processing [GO:0006397]
Q9MAT6	glucosinolate metabolic process [GO:0019760]; pollen germination [GO:0009846]; pollen tube growth [GO:0009860]; regulation of transcription, DNA-templated [GO:0006355]
Q9FJ09	NLS-bearing protein import into nucleus [GO:0006607]
F4JL11	NLS-bearing protein import into nucleus [GO:0006607]
Q9LVA7	cell volume homeostasis [GO:0006884]; chloride transport [GO:0006821]; spliceosomal snRNP assembly [GO:0000387]
Q38827	auxin-activated signaling pathway [GO:0009734]; response to auxin [GO:0009733]
Q93WC4	auxin-activated signaling pathway [GO:0009734]; response to auxin [GO:0009733]; response to far red light [GO:0010218]; response to red light [GO:0010114]
Q9SYK4	auxin homeostasis [GO:0010252]; gravitropism [GO:0009630]; inositol phosphate dephosphorylation [GO:0046855]; phloem or xylem histogenesis [GO:0010087]; phosphatidylinositol dephosphorylation [GO:0046856]; pollen germination [GO:0009846]; response to abscisic acid [GO:0009737]; response to blue light [GO:0009637]; response to carbohydrate [GO:0009743]; response to nutrient [GO:0007584]; response to wounding [GO:0009611]; root development [GO:0048364]; sugar mediated signaling pathway [GO:0010182]
O82391	protein deubiquitination [GO:0016579]
O65187	
Q9LV75	defense response to insect [GO:0002213]; response to insect [GO:0009625]; response to starvation [GO:0042594]
Q9SUG3	inositol phosphorylation [GO:0052746]; inositol trisphosphate metabolic process [GO:0032957]; response to wounding [GO:0009611]
Q8VZD5	hyperosmotic response [GO:0006972]; protein autophosphorylation [GO:0046777]; response to salt stress [GO:0009651]; signal transduction [GO:0007165]
Q38997	abscisic acid-activated signaling pathway [GO:0009738]; detection of nutrient [GO:0009594]; developmental process involved in reproduction [GO:0003006]; fatty acid biosynthetic process [GO:0006633]; intracellular signal transduction [GO:0035556]; leaf senescence [GO:0010150]; nitrate assimilation [GO:0042128]; plant organ development [GO:0099402]; positive regulation of abscisic acid-activated signaling pathway [GO:0009789]; positive regulation of autophagy [GO:0010508]; primary root development [GO:0080022]; protein phosphorylation [GO:0006468]; regulation of leaf senescence [GO:1900055]; response to glucose [GO:0009749]; response to herbicide [GO:0009635]; response to hypoxia [GO:0001666]; response to oxidative stress [GO:0006979]; response to salt [GO:1902074]; starch metabolic process [GO:0005982]; sugar mediated signaling pathway [GO:0010182]; vegetative phase change [GO:0010050]; vegetative to reproductive phase transition of meristem [GO:0010228]
O04905	'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; CDP biosynthetic process [GO:0046705]; purine nucleotide metabolic process [GO:0006163]; pyrimidine nucleotide biosynthetic process [GO:0006221]; pyrimidine ribonucleoside monophosphate metabolic process [GO:0009173]; UDP biosynthetic process [GO:0006225]
Q9FX28	
Q940B8	metaxylem development [GO:0090058]; microtubule-based movement [GO:0007018]; microtubule depolymerization [GO:0007019]; plant-type secondary cell wall biogenesis [GO:0009834]; regulation of cell wall organization or biogenesis [GO:1903338]; trichome morphogenesis [GO:0010090]
F4J394	microtubule-based movement [GO:0007018]
Q0WNE5	
O23492	glucose import [GO:0046323]
Q8LBL1	cellular potassium ion homeostasis [GO:0030007]; cellular response to electrical stimulus [GO:0071257]; potassium ion export across plasma membrane [GO:0097623]; potassium ion import across plasma membrane [GO:1990573]; potassium ion transmembrane transport [GO:0071805]; regulation of seed germination [GO:0010029]; regulation of stomatal movement [GO:0010119]; stabilization of membrane potential [GO:0030322]
Q38860	fatty acid biosynthetic process [GO:0006633]
Q9C6L5	fatty acid biosynthetic process [GO:0006633]; pollen tube development [GO:0048868]; response to cold [GO:0009409]; response to light stimulus [GO:0009416]
O22132	hormone-mediated signaling pathway [GO:0009755]; positive regulation of transcription, DNA-templated [GO:0045893]
Q9SRV3	hormone-mediated signaling pathway [GO:0009755]; jasmonic acid mediated signaling pathway [GO:0009867]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of defense response to fungus [GO:1900150]; response to jasmonic acid [GO:0009753]
Q9LRW1	
Q9LNB9	
Q71N54	phospholipid catabolic process [GO:0009395]
Q9SXP7	protein lipoylation [GO:0009249]
Q9SN46	cell wall organization [GO:0071555]
Q9M644	ethylene-activated signaling pathway [GO:0009873]; gibberellic acid mediated signaling pathway [GO:0009740]; positive regulation of seed germination [GO:0010030]; response to gibberellin [GO:0009739]
Q9SN52	mRNA transcription [GO:0009299]; multicellular organism development [GO:0007275]; post-embryonic plant morphogenesis [GO:0090698]; response to light stimulus [GO:0009416]
Q8LEE8	lipoate biosynthetic process [GO:0009107]; protein lipoylation [GO:0009249]
Q9FHX3	defense response [GO:0006952]; defense response to bacterium [GO:0042742]; defense response to oomycetes [GO:0002229]
Q9LV27	long-day photoperiodism [GO:0048571]; multicellular organism development [GO:0007275]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of growth [GO:0040008]; regulation of inositol biosynthetic process [GO:1900088]; regulation of raffinose biosynthetic process [GO:1900091]; TOR signaling [GO:0031929]
P93300	
Q9LHL3	RNA processing [GO:0006396]
Q8GXP1	protein transport [GO:0015031]; regulation of ER to Golgi vesicle-mediated transport [GO:0060628]; regulation of signal transduction involved in mitotic G2 DNA damage checkpoint [GO:1902504]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]
Q9LZC3	glyoxylate cycle [GO:0006097]; tricarboxylic acid cycle [GO:0006099]
P92525	
Q9SK32	gene silencing [GO:0016458]; meristem maintenance [GO:0010073]; regulation of root meristem growth [GO:0010082]
Q9ZP05	glyoxylate cycle [GO:0006097]; malate metabolic process [GO:0006108]; regulation of fatty acid beta-oxidation [GO:0031998]; regulation of photorespiration [GO:0080093]; tricarboxylic acid cycle [GO:0006099]
Q9LMT7	meristem development [GO:0048507]; multicellular organism development [GO:0007275]; regulation of growth [GO:0040008]
Q9LSD2	
Q5XVF0	embryo development ending in seed dormancy [GO:0009793]; nucleolar large rRNA transcription by RNA polymerase I [GO:0042790]; RNA polymerase I preinitiation complex assembly [GO:0001188]
Q9ZP06	carbohydrate metabolic process [GO:0005975]; defense response to bacterium [GO:0042742]; malate metabolic process [GO:0006108]; response to cadmium ion [GO:0046686]; response to cold [GO:0009409]; tricarboxylic acid cycle [GO:0006099]
Q9STX1	
Q9SJN0	abscisic acid-activated signaling pathway [GO:0009738]; negative regulation of seed germination [GO:0010187]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of transcription, DNA-templated [GO:0006355]; response to abscisic acid [GO:0009737]; response to chitin [GO:0010200]; response to gibberellin [GO:0009739]; response to salt stress [GO:0009651]; response to water deprivation [GO:0009414]; seed development [GO:0048316]; seed germination [GO:0009845]; sugar mediated signaling pathway [GO:0010182]
Q9ZR72	anthocyanin accumulation in tissues in response to UV light [GO:0043481]; auxin-activated signaling pathway [GO:0009734]; auxin efflux [GO:0010315]; auxin polar transport [GO:0009926]; photomorphogenesis [GO:0009640]; positive gravitropism [GO:0009958]; regulation of cell size [GO:0008361]; response to auxin [GO:0009733]; response to blue light [GO:0009637]; response to nematode [GO:0009624]; response to red or far red light [GO:0009639]; stamen development [GO:0048443]; transmembrane transport [GO:0055085]
Q9S777	phenylpropanoid metabolic process [GO:0009698]; pollen exine formation [GO:0010584]
Q9LQS1	fatty acid metabolic process [GO:0006631]
Q9SYI2	transmembrane transport [GO:0055085]
Q8H166	proteolysis involved in cellular protein catabolic process [GO:0051603]
Q9C522	acetyl-CoA biosynthetic process [GO:0006085]; fatty acid biosynthetic process [GO:0006633]
Q9LJJ5	response to salt stress [GO:0009651]
O49447	purine nucleotide transport [GO:0015865]
