Entry	Gene ontology (biological process)
O17040	fatty acid elongation [GO:0030497]; sphingolipid biosynthetic process [GO:0030148]; very long-chain fatty acid biosynthetic process [GO:0042761]
Q09445	activation of GTPase activity [GO:0090630]; intracellular protein transport [GO:0006886]
Q19969	embryo development ending in birth or egg hatching [GO:0009792]; female gamete generation [GO:0007292]; gamete generation [GO:0007276]; meiosis I [GO:0007127]; nematode larval development [GO:0002119]; NLS-bearing protein import into nucleus [GO:0006607]; nuclear pore organization [GO:0006999]; oogenesis [GO:0048477]; protein import into nucleus [GO:0006606]; reproduction [GO:0000003]
P41877	ATP-dependent chromatin remodeling [GO:0043044]; multicellular organism development [GO:0007275]; nucleosome positioning [GO:0016584]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of vulval development [GO:0040026]
P48181	chemical synaptic transmission [GO:0007268]; ion transmembrane transport [GO:0034220]; locomotion [GO:0040011]; nervous system process [GO:0050877]; neuromuscular synaptic transmission [GO:0007274]; positive regulation of acetylcholine secretion, neurotransmission [GO:0014057]; positive regulation of locomotion involved in locomotory behavior [GO:0090326]; regulation of membrane potential [GO:0042391]; regulation of muscle contraction [GO:0006937]; regulation of oviposition [GO:0046662]; regulation of pharyngeal pumping [GO:0043051]; signal transduction [GO:0007165]
P0DM42	cortical actin cytoskeleton organization [GO:0030866]; embryo development ending in birth or egg hatching [GO:0009792]; mitotic cytokinesis [GO:0000281]
P37209	heme biosynthetic process [GO:0006783]; negative regulation of ATPase activity [GO:0032780]
P91455	adenine salvage [GO:0006168]; AMP salvage [GO:0044209]; purine ribonucleoside salvage [GO:0006166]
P90754	
P49809	dopamine receptor signaling pathway [GO:0007212]; feeding behavior [GO:0007631]; G protein-coupled receptor signaling pathway [GO:0007186]; intracellular signal transduction [GO:0035556]; negative regulation of signal transduction [GO:0009968]; positive regulation of locomotion [GO:0040017]; regulation of G protein-coupled receptor signaling pathway [GO:0008277]; regulation of oviposition [GO:0046662]; rhythmic behavior [GO:0007622]
P90755	
Q9XW78	gene silencing by RNA [GO:0031047]; heterochromatin assembly by small RNA [GO:0031048]
Q21122	fructose 2,6-bisphosphate metabolic process [GO:0006003]; fructose metabolic process [GO:0006000]
Q18286	exocytosis [GO:0006887]; Golgi to plasma membrane transport [GO:0006893]; protein transport [GO:0015031]; vesicle docking involved in exocytosis [GO:0006904]
O44827	glucose transmembrane transport [GO:1904659]
Q22720	associative learning [GO:0008306]; chemosensory behavior [GO:0007635]; long-term memory [GO:0007616]; negative regulation of Ras protein signal transduction [GO:0046580]; short-term memory [GO:0007614]; signal transduction [GO:0007165]
A0A078BQP2	cGMP biosynthetic process [GO:0006182]; intracellular signal transduction [GO:0035556]; receptor guanylyl cyclase signaling pathway [GO:0007168]; signal transduction [GO:0007165]
P91907	adenylate cyclase-modulating G protein-coupled receptor signaling pathway [GO:0007188]
Q19791	cell migration [GO:0016477]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; gonad development [GO:0008406]; muscle organ morphogenesis [GO:0048644]; negative regulation of presynapse assembly [GO:1905607]; protein transport [GO:0015031]
O17536	chromosome condensation [GO:0030261]; negative regulation of chromatin silencing [GO:0031936]; negative regulation of DNA recombination [GO:0045910]; nucleosome assembly [GO:0006334]; nucleosome positioning [GO:0016584]; regulation of transcription, DNA-templated [GO:0006355]
Q94166	anatomical structure development [GO:0048856]; multicellular organism development [GO:0007275]; negative regulation of transcription, DNA-templated [GO:0045892]; regulation of transcription, DNA-templated [GO:0006355]
Q9XXR3	glucose import [GO:0046323]
Q10128	positive regulation of locomotion [GO:0040017]
Q23027	ion transport [GO:0006811]
Q8WQG9	determination of adult lifespan [GO:0008340]; hyperosmotic response [GO:0006972]; intracellular signal transduction [GO:0035556]; JNK cascade [GO:0007254]; JUN phosphorylation [GO:0007258]; MAPK cascade [GO:0000165]; negative regulation of axon regeneration [GO:0048681]; negative regulation of cellular response to manganese ion [GO:1905803]; positive regulation of neuron death [GO:1901216]; protein phosphorylation [GO:0006468]; regulation of gene expression [GO:0010468]; response to heat [GO:0009408]; vesicle transport along actin filament [GO:0030050]
P34426	ubiquitin-dependent ERAD pathway [GO:0030433]
Q18892	autophagosome maturation [GO:0097352]; autophagy [GO:0006914]; macroautophagy [GO:0016236]; negative regulation of autophagosome assembly [GO:1902902]
Q22682	amino acid transport [GO:0006865]
P34420	
O44406	DNA catabolic process, exonucleolytic [GO:0000738]; DNA metabolic process [GO:0006259]; exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000467]; germ cell development [GO:0007281]; meiotic chromosome segregation [GO:0045132]; multicellular organismal reproductive process [GO:0048609]; negative regulation of RNA interference [GO:1900369]; RNA catabolic process [GO:0006401]; RNA interference [GO:0016246]
O17670	anatomical structure development [GO:0048856]; cell differentiation [GO:0030154]; embryonic morphogenesis [GO:0048598]; histone dephosphorylation [GO:0016576]; locomotion [GO:0040011]; mesodermal cell fate specification [GO:0007501]; negative regulation of apoptotic process [GO:0043066]; negative regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001240]; nematode larval development [GO:0002119]; oviposition [GO:0018991]; positive regulation of apoptotic process involved in development [GO:1904747]; positive regulation of cellular response to heat [GO:1900036]; positive regulation of DNA repair [GO:0045739]; positive regulation of response to oxidative stress [GO:1902884]; regulation of transcription, DNA-templated [GO:0006355]; tissue morphogenesis [GO:0048729]
Q18502	action potential [GO:0001508]; locomotory behavior [GO:0007626]; neuropeptide signaling pathway [GO:0007218]
O45166	transmembrane transport [GO:0055085]
P41992	protein geranylgeranylation [GO:0018344]; protein prenylation [GO:0018342]
Q18421	protein folding [GO:0006457]; protein import into mitochondrial matrix [GO:0030150]
P62784	nucleosome assembly [GO:0006334]
P53795	purine ribonucleotide catabolic process [GO:0009154]
Q8MQ70	autophagosome assembly [GO:0000045]; determination of adult lifespan [GO:0008340]; peptidyl-serine phosphorylation [GO:0018105]; peptidyl-threonine phosphorylation [GO:0018107]; response to heat [GO:0009408]; response to oxidative stress [GO:0006979]
P91443	actin filament organization [GO:0007015]; sensory organ development [GO:0007423]; sensory perception of sound [GO:0007605]; signal transduction [GO:0007165]; vesicle transport along actin filament [GO:0030050]
Q19420	chemotaxis [GO:0006935]; inositol biosynthetic process [GO:0006021]; inositol metabolic process [GO:0006020]; inositol phosphate dephosphorylation [GO:0046855]; phosphatidylinositol phosphorylation [GO:0046854]; protein localization [GO:0008104]; protein localization to synapse [GO:0035418]; signal transduction [GO:0007165]; thermotaxis [GO:0043052]
O61955	embryo development ending in birth or egg hatching [GO:0009792]
Q22505	cristae formation [GO:0042407]; mitochondrion morphogenesis [GO:0070584]; response to reactive oxygen species [GO:0000302]
P34595	
Q18235	centrosome duplication [GO:0051298]; centrosome localization [GO:0051642]; cortical granule exocytosis [GO:0060471]; meiotic chromosome separation [GO:0051307]; mitotic cytokinesis [GO:0000281]; mitotic sister chromatid separation [GO:0051306]; polar body extrusion after meiotic divisions [GO:0040038]; protein stabilization [GO:0050821]
O02119	cytolysis [GO:0019835]; defense response to bacterium [GO:0042742]; defense response to Gram-positive bacterium [GO:0050830]; metabolic process [GO:0008152]
Q9GYG4	deoxyribonucleoside triphosphate catabolic process [GO:0009204]; nucleoside triphosphate catabolic process [GO:0009143]; nucleotide metabolic process [GO:0009117]
P45962	chromosome segregation [GO:0007059]; chromosome separation [GO:0051304]; microtubule-based movement [GO:0007018]
Q9GYI0	histone H3-K27 demethylation [GO:0071557]; histone H3-K9 demethylation [GO:0033169]
O76554	chemical synaptic transmission [GO:0007268]; ion transmembrane transport [GO:0034220]; nervous system process [GO:0050877]; regulation of membrane potential [GO:0042391]; signal transduction [GO:0007165]
P83388	peptide metabolic process [GO:0006518]
O45379	cilium assembly [GO:0060271]; protein transport [GO:0015031]; vesicle-mediated transport [GO:0016192]
O45686	sphingolipid metabolic process [GO:0006665]
D3YT16	embryo development ending in birth or egg hatching [GO:0009792]; P granule assembly [GO:1903863]
Q22235	protein folding [GO:0006457]; ubiquitin-dependent ERAD pathway [GO:0030433]
Q19262	exocyst localization [GO:0051601]; exocytosis [GO:0006887]; protein transport [GO:0015031]
Q18184	neuropeptide signaling pathway [GO:0007218]
P34691	cell differentiation [GO:0030154]; male sex determination [GO:0030238]; male somatic sex determination [GO:0019102]; masculinization of hermaphroditic germ-line [GO:0042006]; positive regulation of gene expression [GO:0010628]; positive regulation of MAP kinase activity [GO:0043406]; positive regulation of meiotic cell cycle process involved in oocyte maturation [GO:1904146]; positive regulation of oocyte development [GO:0060282]; protein localization to chromatin [GO:0071168]; regulation of germ cell proliferation [GO:1905936]; sex differentiation [GO:0007548]; spermatogenesis [GO:0007283]
Q9N3T2	apoptotic DNA fragmentation [GO:0006309]; base-excision repair [GO:0006284]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; DNA replication, removal of RNA primer [GO:0043137]
Q9TYK1	snoRNA guided rRNA pseudouridine synthesis [GO:0000454]
O02298	aerotaxis [GO:0009454]; behavior [GO:0007610]; cGMP-mediated signaling [GO:0019934]; defense response to Gram-negative bacterium [GO:0050829]; response to hyperoxia [GO:0055093]; response to oxygen levels [GO:0070482]
G5EEN4	activation of protein kinase activity [GO:0032147]; cell differentiation [GO:0030154]; epithelial tube morphogenesis [GO:0060562]; hyperosmotic response [GO:0006972]; meiotic cell cycle [GO:0051321]; multicellular organismal water homeostasis [GO:0050891]; peptidyl-serine phosphorylation [GO:0018105]; peptidyl-threonine phosphorylation [GO:0018107]; positive regulation of gene expression [GO:0010628]; regulation of mitotic cell cycle [GO:0007346]; signal transduction by protein phosphorylation [GO:0023014]; spermatogenesis [GO:0007283]; stress-activated protein kinase signaling cascade [GO:0031098]
P41941	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi to vacuole transport [GO:0006896]; intra-Golgi vesicle-mediated transport [GO:0006891]; protein targeting to vacuole [GO:0006623]; retrograde transport, endosome to Golgi [GO:0042147]; vesicle fusion with Golgi apparatus [GO:0048280]
Q20561	cell differentiation [GO:0030154]; dauer exit [GO:0043054]; insulin receptor signaling pathway [GO:0008286]; regulation of transcription by RNA polymerase II [GO:0006357]; response to oxidative stress [GO:0006979]
P34328	
Q21230	determination of adult lifespan [GO:0008340]; formation of cytoplasmic translation initiation complex [GO:0001732]; formation of translation preinitiation complex [GO:0001731]; regulation of multicellular organism growth [GO:0040014]; translation [GO:0006412]
Q95QT8	intraciliary anterograde transport [GO:0035720]; intraciliary transport involved in cilium assembly [GO:0035735]
P34340	
P49594	apoptotic process [GO:0006915]; cell differentiation [GO:0030154]; male sex determination [GO:0030238]; masculinization of hermaphroditic germ-line [GO:0042006]; nematode male tail tip morphogenesis [GO:0045138]; peptidyl-threonine dephosphorylation [GO:0035970]; positive regulation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0043280]; protein dephosphorylation [GO:0006470]
G5ECG2	anatomical structure morphogenesis [GO:0009653]; basement membrane disassembly [GO:0034769]; cell fate specification [GO:0001708]; determination of adult lifespan [GO:0008340]; innate immune response [GO:0045087]; negative regulation of stress response to copper ion [GO:1903854]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of gene expression [GO:0010628]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of syncytium formation by plasma membrane fusion [GO:0060142]; regulation of transcription by RNA polymerase II [GO:0006357]; response to starvation [GO:0042594]; vulval development [GO:0040025]
Q95QG8	dephosphorylation of RNA polymerase II C-terminal domain [GO:0070940]; oogenesis [GO:0048477]
Q09312	cell differentiation [GO:0030154]; multicellular organism development [GO:0007275]; negative regulation of translation [GO:0017148]; posttranscriptional regulation of gene expression [GO:0010608]; sex differentiation [GO:0007548]
Q95QT2	galactosylceramide catabolic process [GO:0006683]
Q10007	pharyngeal gland morphogenesis [GO:1905905]; pharynx development [GO:0060465]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; positive regulation of eating behavior [GO:1904000]; positive regulation of pharynx morphogenesis [GO:0110043]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of gene expression [GO:0010468]; regulation of transcription by RNA polymerase II [GO:0006357]; transcription by RNA polymerase II [GO:0006366]
Q05036	determination of adult lifespan [GO:0008340]; response to topologically incorrect protein [GO:0035966]
Q19720	cell differentiation [GO:0030154]; positive regulation of transcription by RNA polymerase II [GO:0045944]
Q21508	
Q21506	
P56173	dauer larval development [GO:0040024]
P30647	protein transport [GO:0015031]
Q21920	
G5EGN2	innate immune response [GO:0045087]; long-chain fatty acid biosynthetic process [GO:0042759]; multicellular organism development [GO:0007275]; unsaturated fatty acid biosynthetic process [GO:0006636]
Q8MPY9	neuropeptide signaling pathway [GO:0007218]
Q11095	
Q22663	
Q95ZK7	embryo development ending in birth or egg hatching [GO:0009792]; germ-line sex determination [GO:0018992]; germ-line stem cell division [GO:0042078]; masculinization of hermaphroditic germ-line [GO:0042006]; meiotic cell cycle [GO:0051321]; mitotic cytokinesis [GO:0000281]; negative regulation of binding [GO:0051100]; nematode larval development [GO:0002119]; nuclear division [GO:0000280]; positive regulation of meiotic nuclear division [GO:0045836]; positive regulation of multicellular organism growth [GO:0040018]; RNA polyadenylation [GO:0043631]; spermatogenesis [GO:0007283]; vulval development [GO:0040025]
Q20496	Rho protein signal transduction [GO:0007266]
Q20263	protein transport [GO:0015031]; vesicle-mediated transport [GO:0016192]
P90970	Golgi organization [GO:0007030]; Golgi vesicle transport [GO:0048193]; retrograde transport, vesicle recycling within Golgi [GO:0000301]
Q10006	
Q21743	glutathione metabolic process [GO:0006749]
P06582	response to heat [GO:0009408]
Q9NAE2	histidine catabolic process [GO:0006548]; histidine catabolic process to glutamate and formamide [GO:0019556]; histidine catabolic process to glutamate and formate [GO:0019557]
P56407	cell differentiation [GO:0030154]; multicellular organism development [GO:0007275]; positive regulation of transcription by RNA polymerase II [GO:0045944]
Q22918	formation of cytoplasmic translation initiation complex [GO:0001732]; formation of translation preinitiation complex [GO:0001731]; translation [GO:0006412]
Q19970	
P17140	cellular component organization [GO:0016043]; collagen-activated tyrosine kinase receptor signaling pathway [GO:0038063]; embryo development ending in birth or egg hatching [GO:0009792]; extracellular matrix organization [GO:0030198]; gonad morphogenesis [GO:0035262]; protein localization [GO:0008104]; regulation of distal tip cell migration [GO:1903354]
Q95XA8	determination of adult lifespan [GO:0008340]; positive regulation of CREB transcription factor activity [GO:0032793]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein homotetramerization [GO:0051289]
O45244	developmental growth [GO:0048589]; embryonic body morphogenesis [GO:0010172]; feminization of hermaphroditic germ-line [GO:0040022]; germ cell development [GO:0007281]; mRNA processing [GO:0006397]; RNA splicing [GO:0008380]
P17657	cuticle development involved in collagen and cuticulin-based cuticle molting cycle [GO:0042338]
Q09216	proteolysis [GO:0006508]
Q17449	fatty acid catabolic process [GO:0009062]; positive regulation of axon regeneration [GO:0048680]
P34673	
Q10453	
O17645	heparan sulfate proteoglycan biosynthetic process, enzymatic modification [GO:0015015]; heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process [GO:0015014]; positive regulation of multicellular organism growth [GO:0040018]; regulation of axon guidance [GO:1902667]; regulation of cell migration [GO:0030334]
G5ECT8	brain development [GO:0007420]; central nervous system development [GO:0007417]; neuron differentiation [GO:0030182]; regulation of transcription by RNA polymerase II [GO:0006357]
Q20875	mRNA processing [GO:0006397]; RNA splicing [GO:0008380]; rRNA processing [GO:0006364]
Q65XX7	gonad development [GO:0008406]; positive regulation of gene expression [GO:0010628]; positive regulation of transcription by RNA polymerase II [GO:0045944]
Q03574	fatty acid elongation, monounsaturated fatty acid [GO:0034625]; fatty acid elongation, polyunsaturated fatty acid [GO:0034626]; fatty acid elongation, saturated fatty acid [GO:0019367]; sphingolipid biosynthetic process [GO:0030148]; very long-chain fatty acid biosynthetic process [GO:0042761]
Q23045	anatomical structure morphogenesis [GO:0009653]; asymmetric neuroblast division [GO:0055059]; cell fate commitment [GO:0045165]; cell fate specification [GO:0001708]; negative regulation of transcription, DNA-templated [GO:0045892]; neuron fate determination [GO:0048664]; positive regulation of transcription by RNA polymerase II [GO:0045944]; vulval development [GO:0040025]
A3QMC6	SREBP signaling pathway [GO:0032933]
P34382	
P34294	
O45405	regulation of ion transmembrane transport [GO:0034765]
Q22931	transmembrane transport [GO:0055085]
P34407	
Q9NLA1	activation of protein kinase activity [GO:0032147]; defecation [GO:0030421]; neuron projection morphogenesis [GO:0048812]; protein phosphorylation [GO:0006468]; regulation of mitotic cell cycle [GO:0007346]; rhythmic process [GO:0048511]; signal transduction by protein phosphorylation [GO:0023014]; stress-activated protein kinase signaling cascade [GO:0031098]
O17798	dendrite morphogenesis [GO:0048813]; dendrite self-avoidance [GO:0070593]; gene expression [GO:0010467]; insulin processing [GO:0030070]; negative regulation of dauer entry [GO:1905910]; negative regulation of protein localization to cell surface [GO:2000009]; peptide hormone processing [GO:0016486]; positive regulation of dendrite development [GO:1900006]; positive regulation of dendrite extension [GO:1903861]; positive regulation of dendrite morphogenesis [GO:0050775]; positive regulation of synaptic growth at neuromuscular junction [GO:0045887]; protein localization to endosome [GO:0036010]; protein processing [GO:0016485]; regulation of dendrite extension [GO:1903859]; regulation of dendrite morphogenesis [GO:0048814]; regulation of neuron migration [GO:2001222]; zymogen activation [GO:0031638]
O16374	N-glycan processing [GO:0006491]; protein galactosylation [GO:0042125]
Q95ZJ1	protein O-linked glycosylation via threonine [GO:0018243]
G5EE06	fucosylation [GO:0036065]; protein glycosylation [GO:0006486]
Q10029	cGMP biosynthetic process [GO:0006182]; intracellular signal transduction [GO:0035556]; receptor guanylyl cyclase signaling pathway [GO:0007168]; signal transduction [GO:0007165]
G5ECQ2	canonical Wnt signaling pathway [GO:0060070]; motor neuron migration [GO:0097475]; neuroblast migration [GO:0097402]; neuron migration [GO:0001764]; positive regulation of motor neuron migration [GO:1905485]; sensory neuron migration [GO:1904937]
O17087	embryo development ending in birth or egg hatching [GO:0009792]; meiotic cell cycle [GO:0051321]; mRNA polyadenylation [GO:0006378]; mRNA processing [GO:0006397]; nucleus organization [GO:0006997]; positive regulation of meiosis I [GO:0060903]; regulation of cell division [GO:0051302]; RNA polyadenylation [GO:0043631]
Q21924	
Q9N2V6	adenylate cyclase-modulating G protein-coupled receptor signaling pathway [GO:0007188]; cell division [GO:0051301]; embryonic axis specification [GO:0000578]; establishment of mitotic spindle orientation [GO:0000132]
P10771	chromosome condensation [GO:0030261]; negative regulation of chromatin silencing [GO:0031936]; negative regulation of DNA recombination [GO:0045910]; nucleosome assembly [GO:0006334]; nucleosome positioning [GO:0016584]; regulation of transcription, DNA-templated [GO:0006355]
Q20798	multicellular organism growth [GO:0035264]; regulation of gene expression [GO:0010468]; regulation of Notch signaling pathway [GO:0008593]; ubiquitin-dependent ERAD pathway [GO:0030433]; ubiquitin-dependent protein catabolic process [GO:0006511]
Q17761	defense response to Gram-negative bacterium [GO:0050829]; D-gluconate catabolic process [GO:0046177]; negative regulation of gene expression [GO:0010629]; pentose-phosphate shunt, oxidative branch [GO:0009051]
O18178	dauer larval development [GO:0040024]; determination of adult lifespan [GO:0008340]; negative regulation of insulin receptor signaling pathway [GO:0046627]; P granule assembly [GO:1903863]; protein dephosphorylation [GO:0006470]; regulation of lipid storage [GO:0010883]; regulation of protein autophosphorylation [GO:0031952]; response to heat [GO:0009408]; signal transduction [GO:0007165]
O01635	cellular response to pH [GO:0071467]; positive regulation of dopamine secretion [GO:0033603]; protein homotrimerization [GO:0070207]; sodium ion transmembrane transport [GO:0035725]
Q19196	DNA-dependent DNA replication [GO:0006261]; error-prone translesion synthesis [GO:0042276]
Q21012	L-methionine salvage from methylthioadenosine [GO:0019509]; L-methionine salvage from S-adenosylmethionine [GO:0019284]
P17329	glucose metabolic process [GO:0006006]; glycolytic process [GO:0006096]
Q23682	cGMP biosynthetic process [GO:0006182]; chemosensory behavior [GO:0007635]; chemotaxis [GO:0006935]; intracellular signal transduction [GO:0035556]; receptor guanylyl cyclase signaling pathway [GO:0007168]; response to inorganic substance [GO:0010035]; response to salt [GO:1902074]; signal transduction [GO:0007165]
Q966L9	cell differentiation [GO:0030154]; gamete generation [GO:0007276]; germ cell development [GO:0007281]; post-embryonic development [GO:0009791]; RNA metabolic process [GO:0016070]
Q10914	
Q9GUM2	carbohydrate metabolic process [GO:0005975]; positive regulation of Notch signaling pathway [GO:0045747]; protein glycosylation [GO:0006486]; response to toxic substance [GO:0009636]
G5EBQ8	chitin biosynthetic process [GO:0006031]; multicellular organism development [GO:0007275]; positive regulation of nematode larval development [GO:0061063]
Q03571	cell differentiation [GO:0030154]; meiotic cell cycle [GO:0051321]; multicellular organism development [GO:0007275]; negative regulation of cytoplasmic translation [GO:2000766]; regulation of translation [GO:0006417]; spermatogenesis [GO:0007283]
G5EC63	ceramide biosynthetic process [GO:0046513]
Q09956	DNA methylation on adenine [GO:0032775]
Q18066	axon guidance [GO:0007411]; cell adhesion [GO:0007155]
P34636	positive regulation of Notch signaling pathway [GO:0045747]
Q09509	folic acid-containing compound biosynthetic process [GO:0009396]; one-carbon metabolic process [GO:0006730]; tetrahydrofolylpolyglutamate biosynthetic process [GO:0046901]
Q22146	canonical Wnt signaling pathway [GO:0060070]; cell-cell adhesion [GO:0098609]; cell differentiation [GO:0030154]; cell migration [GO:0016477]; embryonic body morphogenesis [GO:0010172]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of cell division [GO:0051782]; peptidyl-tyrosine autophosphorylation [GO:0038083]; positive regulation of cell population proliferation [GO:0008284]; protein autophosphorylation [GO:0046777]; regulation of cell population proliferation [GO:0042127]; regulation of epidermal cell differentiation [GO:0045604]; regulation of protein localization [GO:0032880]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]
H2L099	activation of protein kinase activity [GO:0032147]; epithelial tube morphogenesis [GO:0060562]; meiotic cell cycle [GO:0051321]; negative regulation of apoptotic process [GO:0043066]; negative regulation of MAP kinase activity [GO:0043407]; oogenesis [GO:0048477]; positive regulation of endocytic recycling [GO:2001137]; positive regulation of GTPase activity [GO:0043547]; regulation of Golgi organization [GO:1903358]; regulation of mitotic cell cycle [GO:0007346]; regulation of oocyte development [GO:0060281]; signal transduction by protein phosphorylation [GO:0023014]; stress-activated protein kinase signaling cascade [GO:0031098]
Q18486	ubiquinone biosynthetic process [GO:0006744]
Q21018	positive regulation of mitochondrial translation [GO:0070131]
Q21771	
P18834	collagen and cuticulin-based cuticle development [GO:0040002]; extracellular matrix organization [GO:0030198]
Q09578	cuticle development [GO:0042335]
Q20595	
Q17336	cell differentiation [GO:0030154]; gastrulation [GO:0007369]; germ-line stem cell division [GO:0042078]; mRNA splicing, via spliceosome [GO:0000398]
Q966M6	mRNA splicing, via spliceosome [GO:0000398]; RNA splicing, via transesterification reactions [GO:0000375]
O16228	cellular response to glyoxal [GO:0036471]; cellular response to methylglyoxal [GO:0097238]; glycolate biosynthetic process [GO:0046295]; glyoxal metabolic process [GO:1903189]; guanine deglycation, glyoxal removal [GO:0106046]; lactate biosynthetic process [GO:0019249]; methylglyoxal metabolic process [GO:0009438]; negative regulation of neuron death [GO:1901215]; protein deglycation, glyoxal removal [GO:0036529]
Q21773	nucleobase catabolic process [GO:0046113]; pyrimidine nucleobase catabolic process [GO:0006208]
P41847	iron-sulfur cluster assembly [GO:0016226]
G5EET6	microtubule depolymerization [GO:0007019]; mitotic nuclear envelope disassembly [GO:0007077]; negative regulation of axon extension involved in regeneration [GO:0048692]; negative regulation of axon regeneration [GO:0048681]; negative regulation of mitotic spindle elongation [GO:1902845]; regulation of ARF protein signal transduction [GO:0032012]; regulation of microtubule cytoskeleton organization [GO:0070507]; regulation of mitotic centrosome separation [GO:0046602]; response to axon injury [GO:0048678]
Q09410	cell division [GO:0051301]; meiotic cell cycle [GO:0051321]; multicellular organism development [GO:0007275]; protein ubiquitination [GO:0016567]
P34339	embryo development ending in birth or egg hatching [GO:0009792]; formation of cytoplasmic translation initiation complex [GO:0001732]; oviposition [GO:0018991]; translation reinitiation [GO:0002188]
Q9XTW2	phosphorylation [GO:0016310]; protein phosphorylation [GO:0006468]
Q8WQA4	epithelial cell development [GO:0002064]; regulation of ion transmembrane transport [GO:0034765]; regulation of tube size [GO:0035150]
O01812	
Q21629	eggshell formation [GO:0030703]; multicellular organism development [GO:0007275]; positive regulation of protein localization to cell cortex [GO:1904778]; positive regulation of protein localization to plasma membrane [GO:1903078]; single fertilization [GO:0007338]
Q22017	FAD biosynthetic process [GO:0006747]
P49713	fucose metabolic process [GO:0006004]; glycoside catabolic process [GO:0016139]
Q20636	dopamine receptor signaling pathway [GO:0007212]; feeding behavior [GO:0007631]; G protein-coupled acetylcholine receptor signaling pathway [GO:0007213]; G protein-coupled receptor signaling pathway [GO:0007186]; negative regulation of gene expression [GO:0010629]; positive regulation of GTPase activity [GO:0043547]; regulation of G protein-coupled receptor signaling pathway [GO:0008277]; regulation of locomotion [GO:0040012]; regulation of oviposition [GO:0046662]; regulation of pharyngeal pumping [GO:0043051]; response to food [GO:0032094]
Q18973	glutathione metabolic process [GO:0006749]
Q21109	
Q9XVZ8	chromatin-mediated maintenance of transcription [GO:0048096]; transcription elongation from RNA polymerase II promoter [GO:0006368]
Q20678	exocyst localization [GO:0051601]; exocytosis [GO:0006887]; Golgi to plasma membrane transport [GO:0006893]; protein transport [GO:0015031]
O16520	cytoplasmic translational termination [GO:0002184]
Q9NEQ0	positive regulation of locomotion [GO:0040017]; unsaturated fatty acid biosynthetic process [GO:0006636]
Q22706	exocytosis [GO:0006887]; Golgi to plasma membrane transport [GO:0006893]; protein transport [GO:0015031]; vesicle-mediated transport [GO:0016192]
Q22252	autophagy of mitochondrion [GO:0000422]; mitophagy [GO:0000423]
G5EEC2	negative regulation of locomotion [GO:0040013]; neuropeptide signaling pathway [GO:0007218]; second-messenger-mediated signaling [GO:0019932]
Q93702	neuropeptide signaling pathway [GO:0007218]
Q93743	adenylate cyclase-modulating G protein-coupled receptor signaling pathway [GO:0007188]; Rho protein signal transduction [GO:0007266]
O45583	'de novo' GDP-L-fucose biosynthetic process [GO:0042351]; GDP-L-fucose biosynthetic process [GO:0042350]; GDP-mannose metabolic process [GO:0019673]
Q09580	glutamine metabolic process [GO:0006541]; GMP biosynthetic process [GO:0006177]
O16277	chromosome condensation [GO:0030261]; negative regulation of chromatin silencing [GO:0031936]; negative regulation of DNA recombination [GO:0045910]; nucleosome assembly [GO:0006334]; nucleosome positioning [GO:0016584]; regulation of transcription, DNA-templated [GO:0006355]
Q18053	multicellular organism development [GO:0007275]; Notch signaling pathway [GO:0007219]
P38433	acetylcholine catabolic process [GO:0006581]; acetylcholine catabolic process in synaptic cleft [GO:0001507]; regulation of locomotion [GO:0040012]
P91143	lipid homeostasis [GO:0055088]; phosphatidic acid biosynthetic process [GO:0006654]
O01427	chromosome condensation [GO:0030261]; chromosome segregation [GO:0007059]; establishment of protein localization [GO:0045184]; meiotic spindle midzone assembly [GO:0051257]; mitotic spindle midzone assembly [GO:0051256]; mitotic spindle organization [GO:0007052]; multicellular organism development [GO:0007275]; peptidyl-serine phosphorylation [GO:0018105]; peptidyl-threonine phosphorylation [GO:0018107]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of actomyosin contractile ring contraction [GO:0031991]; regulation of cytokinesis [GO:0032465]
Q21222	cell cycle [GO:0007049]; cell division [GO:0051301]; negative regulation of protein kinase activity [GO:0006469]
