Entry	Gene ontology (biological process)
P47026	GPI anchor biosynthetic process [GO:0006506]; protein localization to plasma membrane [GO:0072659]
P02309	chromatin assembly or disassembly [GO:0006333]; histone H3-K79 methylation [GO:0034729]; nucleosome assembly [GO:0006334]; sexual sporulation resulting in formation of a cellular spore [GO:0043935]; transfer RNA gene-mediated silencing [GO:0061587]
P40545	histidine biosynthetic process [GO:0000105]; tryptophan biosynthetic process [GO:0000162]
Q6Q546	cell morphogenesis involved in conjugation with cellular fusion [GO:0000753]; cellular protein modification process [GO:0006464]; cellular response to cadmium ion [GO:0071276]; mRNA splicing, via spliceosome [GO:0000398]; positive regulation of RNA splicing [GO:0033120]; post-translational protein modification [GO:0043687]
P28627	protein processing involved in protein targeting to mitochondrion [GO:0006627]
P46958	glycogen biosynthetic process [GO:0005978]; meiotic cell cycle [GO:0051321]
Q06142	mRNA transport [GO:0051028]; NLS-bearing protein import into nucleus [GO:0006607]; nuclear pore complex assembly [GO:0051292]; phosphatidylcholine biosynthetic process [GO:0006656]; protein import into nucleus [GO:0006606]; protein targeting to membrane [GO:0006612]; regulation of nucleocytoplasmic transport [GO:0046822]; regulation of protein desumoylation [GO:0060188]
P40499	cellular zinc ion homeostasis [GO:0006882]; endoplasmic reticulum inheritance [GO:0048309]; protein localization to nuclear inner membrane [GO:0036228]; septin ring assembly [GO:0000921]
Q08227	inositol phosphate dephosphorylation [GO:0046855]; phosphatidylinositol dephosphorylation [GO:0046856]; protein transport [GO:0015031]
P40206	
P07250	arginine metabolic process [GO:0006525]; inositol phosphate biosynthetic process [GO:0032958]; macroautophagy [GO:0016236]; negative regulation of transcription by RNA polymerase II [GO:0000122]; phosphatidylinositol phosphorylation [GO:0046854]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein stabilization [GO:0050821]; regulation of arginine metabolic process [GO:0000821]
P14832	ascospore formation [GO:0030437]; cellular protein metabolic process [GO:0044267]; histone deacetylation [GO:0016575]; positive regulation of meiotic nuclear division [GO:0045836]; protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]; protein transport [GO:0015031]
P25603	
P0CX08	mannitol metabolic process [GO:0019594]
P53080	deadenylation-dependent decapping of nuclear-transcribed mRNA [GO:0000290]; mRNA processing [GO:0006397]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; positive regulation of translation in response to stress [GO:0032056]
Q12452	ergosterol biosynthetic process [GO:0006696]
P40020	mRNA polyadenylation [GO:0006378]; regulation of cytokinesis [GO:0032465]; RNA polyadenylation [GO:0043631]
P41813	chromatin remodeling [GO:0006338]; negative regulation of pseudohyphal growth [GO:2000221]; negative regulation of silent mating-type cassette heterochromatin assembly [GO:0061186]; negative regulation of transcription involved in G1/S transition of mitotic cell cycle [GO:0071930]; negative regulation of transcription involved in G2/M transition of mitotic cell cycle [GO:0090419]; positive regulation of DNA-dependent DNA replication initiation [GO:0032298]; positive regulation of DNA replication initiation [GO:1903468]; positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]; positive regulation of transcription involved in G2/M transition of mitotic cell cycle [GO:0090282]
Q06205	histone peptidyl-prolyl isomerization [GO:0000412]; negative regulation of histone H3-K36 methylation [GO:0000415]; nucleosome assembly [GO:0006334]
P08431	galactose catabolic process via UDP-galactose [GO:0033499]
P36088	cellular response to oxidative stress [GO:0034599]
P40088	arsenate ion transmembrane transport [GO:1901684]; iron ion homeostasis [GO:0055072]; iron ion transmembrane transport [GO:0034755]
Q12315	mRNA export from nucleus [GO:0006406]; mRNA processing [GO:0006397]; poly(A)+ mRNA export from nucleus [GO:0016973]; regulation of translational initiation [GO:0006446]; regulation of translational termination [GO:0006449]; tRNA export from nucleus [GO:0006409]
P43535	cellular response to histidine [GO:0071232]; positive regulation of phosphorylation [GO:0042327]; positive regulation of translational initiation in response to starvation [GO:0071264]; regulation of translational elongation [GO:0006448]
P39717	ascospore formation [GO:0030437]; glucose mediated signaling pathway [GO:0010255]; invasive growth in response to glucose limitation [GO:0001403]; negative regulation of Ras protein signal transduction [GO:0046580]; positive regulation of transcription by RNA polymerase II [GO:0045944]; pseudohyphal growth [GO:0007124]; regulation of cell shape [GO:0008360]
Q12068	ergosterol metabolic process [GO:0008204]; filamentous growth [GO:0030447]; steroid biosynthetic process [GO:0006694]
P32806	activation of GTPase activity [GO:0090630]; intracellular protein transport [GO:0006886]
P40857	fatty acid elongation [GO:0030497]; sphingolipid biosynthetic process [GO:0030148]; vacuolar transport [GO:0007034]; very long-chain fatty acid biosynthetic process [GO:0042761]
P0CE41	carbon catabolite activation of transcription from RNA polymerase II promoter [GO:0000436]; establishment of protein localization to chromatin [GO:0071169]; negative regulation of transcription from RNA polymerase II promoter in response to hypoxia [GO:0061428]; regulation of cellular respiration [GO:0043457]; transcription, DNA-templated [GO:0006351]
P40480	histone deacetylation [GO:0016575]
P53941	ribosomal small subunit biogenesis [GO:0042274]; rRNA methylation [GO:0031167]; rRNA processing [GO:0006364]
P25038	mitochondrial translation [GO:0032543]; mitochondrial translational initiation [GO:0070124]; translational initiation [GO:0006413]
P47125	'de novo' NAD biosynthetic process from tryptophan [GO:0034354]; tryptophan catabolic process to kynurenine [GO:0019441]
P30605	glucose import [GO:0046323]; myo-inositol transport [GO:0015798]; pseudohyphal growth [GO:0007124]; transmembrane transport [GO:0055085]
Q12358	alkanesulfonate catabolic process [GO:0046306]; sulfur compound catabolic process [GO:0044273]
P32807	cellular response to gamma radiation [GO:0071480]; cellular response to X-ray [GO:0071481]; chromatin assembly or disassembly [GO:0006333]; chromatin silencing at telomere [GO:0006348]; double-strand break repair via break-induced replication [GO:0000727]; double-strand break repair via homologous recombination [GO:0000724]; double-strand break repair via nonhomologous end joining [GO:0006303]; establishment of protein-containing complex localization to telomere [GO:0097695]; mitochondrial double-strand break repair via homologous recombination [GO:0097552]; silent mating-type cassette heterochromatin assembly [GO:0030466]; subtelomeric heterochromatin assembly [GO:0031509]; telomere maintenance [GO:0000723]
P54070	cell wall mannoprotein biosynthetic process [GO:0000032]; fungal-type cell wall organization [GO:0031505]; mannosylation [GO:0097502]; protein N-linked glycosylation [GO:0006487]; protein O-linked glycosylation [GO:0006493]
Q07648	D-leucine catabolic process [GO:1900832]; D-tyrosine catabolic process [GO:1900829]; tRNA metabolic process [GO:0006399]
P40487	peptidyl-diphthamide biosynthetic process from peptidyl-histidine [GO:0017183]
Q04067	formation of cytoplasmic translation initiation complex [GO:0001732]; positive regulation of ATPase activity [GO:0032781]; translational initiation [GO:0006413]; translational termination [GO:0006415]; translation reinitiation [GO:0002188]
P32501	regulation of translational initiation [GO:0006446]
Q03096	telomere maintenance via telomerase [GO:0007004]
Q06340	double-strand break repair via homologous recombination [GO:0000724]; intra-S DNA damage checkpoint [GO:0031573]; mitotic sister chromatid cohesion [GO:0007064]; positive regulation of protein sumoylation [GO:0033235]; silent mating-type cassette heterochromatin assembly [GO:0030466]
Q04651	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]
P40098	
P36141	
Q08023	mitochondrial respiratory chain complex III assembly [GO:0034551]
P40068	positive regulation of cell adhesion involved in single-species biofilm formation [GO:1900189]; positive regulation of transcription by RNA polymerase II [GO:0045944]
P38777	
P38143	cellular response to oxidative stress [GO:0034599]
P34243	
Q12398	pseudohyphal growth [GO:0007124]
P15496	dimethylallyl diphosphate biosynthetic process [GO:0050992]; farnesyl diphosphate biosynthetic process [GO:0045337]; isopentenyl diphosphate biosynthetic process [GO:0009240]; sterol biosynthetic process [GO:0016126]
Q08295	disaccharide catabolic process [GO:0046352]; maltose catabolic process [GO:0000025]; oligosaccharide catabolic process [GO:0009313]; sucrose catabolic process [GO:0005987]
P47056	ascospore wall assembly [GO:0030476]
P43615	vesicle-mediated transport [GO:0016192]
P49435	adenine salvage [GO:0006168]; AMP salvage [GO:0044209]; purine ribonucleoside salvage [GO:0006166]
P54074	cellular response to amino acid stimulus [GO:0071230]; transcription factor catabolic process [GO:0036369]; ubiquitin-dependent protein catabolic process [GO:0006511]
P13586	calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; cellular calcium ion homeostasis [GO:0006874]; cellular manganese ion homeostasis [GO:0030026]; macroautophagy [GO:0016236]; manganese ion transport [GO:0006828]
P53743	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000480]; endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000447]; endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000472]; small-subunit processome assembly [GO:0034462]
P40456	
P03870	DNA integration [GO:0015074]; plasmid recombination [GO:0042150]
P40492	negative regulation of apoptotic process [GO:0043066]; negative regulation of gluconeogenesis [GO:0045721]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]
P53913	double-strand break repair via nonhomologous end joining [GO:0006303]
P14065	arabinose catabolic process [GO:0019568]; cellular response to oxidative stress [GO:0034599]; D-xylose catabolic process [GO:0042843]; glycerol to glycerone phosphate metabolic process [GO:0061610]
Q04233	cellular ion homeostasis [GO:0006873]; intracellular signal transduction [GO:0035556]
Q08726	establishment of mitotic sister chromatid cohesion [GO:0034087]; protein import into nucleus [GO:0006606]
Q02784	cellular response to oxidative stress [GO:0034599]; protein maturation by [2Fe-2S] cluster transfer [GO:0106034]; protein maturation by [4Fe-4S] cluster transfer [GO:0106035]; protein maturation by iron-sulfur cluster transfer [GO:0097428]; response to osmotic stress [GO:0006970]
Q99393	cellular zinc ion homeostasis [GO:0006882]
Q08522	ascospore formation [GO:0030437]; mitotic recombination [GO:0006312]; positive regulation of transcription by RNA polymerase II [GO:0045944]
Q06554	double-strand break repair via nonhomologous end joining [GO:0006303]; double-strand break repair via synthesis-dependent strand annealing [GO:0045003]
P00817	phosphate-containing compound metabolic process [GO:0006796]
Q06683	mitochondrial DNA metabolic process [GO:0032042]
Q06667	inositol phosphate biosynthetic process [GO:0032958]; inositol phosphorylation [GO:0052746]; nuclear-transcribed mRNA catabolic process, non-stop decay [GO:0070481]
Q02932	protein import into nucleus [GO:0006606]
P40507	ncRNA polyadenylation [GO:0043629]; nuclear mRNA surveillance of mRNA 3'-end processing [GO:0071031]; nuclear polyadenylation-dependent CUT catabolic process [GO:0071039]; nuclear polyadenylation-dependent rRNA catabolic process [GO:0071035]; nuclear polyadenylation-dependent snoRNA catabolic process [GO:0071036]; nuclear polyadenylation-dependent snRNA catabolic process [GO:0071037]; nuclear polyadenylation-dependent tRNA catabolic process [GO:0071038]
P14164	chromatin remodeling [GO:0006338]; DNA-dependent DNA replication [GO:0006261]; global genome nucleotide-excision repair [GO:0070911]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]; silent mating-type cassette heterochromatin assembly [GO:0030466]
P40516	peptidyl-lysine dimethylation [GO:0018027]; peptidyl-lysine monomethylation [GO:0018026]; vesicle-mediated transport [GO:0016192]
P22696	histone H3-K4 trimethylation [GO:0080182]; negative regulation of histone deacetylation [GO:0031064]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of ubiquitin-dependent protein catabolic process [GO:2000059]; positive regulation of protein dephosphorylation [GO:0035307]; positive regulation of rDNA heterochromatin assembly [GO:2000749]; positive regulation of RNA polymerase II transcription preinitiation complex assembly [GO:0045899]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein peptidyl-prolyl isomerization [GO:0000413]; regulation of phosphorylation of RNA polymerase II C-terminal domain [GO:1901407]; termination of RNA polymerase II transcription [GO:0006369]
Q07872	actin cortical patch assembly [GO:0000147]; actin filament organization [GO:0007015]; endocytosis [GO:0006897]; Golgi to endosome transport [GO:0006895]; protein localization to plasma membrane [GO:0072659]
P17214	G-quadruplex DNA formation [GO:0071919]; regulation of telomere maintenance via telomerase [GO:0032210]; telomere maintenance [GO:0000723]; telomere maintenance via telomerase [GO:0007004]
Q03661	chromatin silencing at telomere [GO:0006348]; negative regulation of gene silencing [GO:0060969]; telomere tethering at nuclear periphery [GO:0034398]
P40030	demethylation [GO:0070988]; ergosterol biosynthetic process [GO:0006696]
A0A023PZB3	
Q07651	ascospore formation [GO:0030437]; cortical actin cytoskeleton organization [GO:0030866]; endocytosis [GO:0006897]; fungal-type cell wall organization [GO:0031505]; septin cytoskeleton organization [GO:0032185]
P32363	GPI anchor biosynthetic process [GO:0006506]
P13434	carbon catabolite activation of transcription from RNA polymerase II promoter [GO:0000436]; regulation of cellular respiration [GO:0043457]
P48353	cellular response to misfolded protein [GO:0071218]; chaperone cofactor-dependent protein refolding [GO:0051085]; ubiquitin-dependent ERAD pathway [GO:0030433]
P53119	free ubiquitin chain polymerization [GO:0010994]; protein polyubiquitination [GO:0000209]; ubiquitin-dependent ERAD pathway [GO:0030433]; ubiquitin-dependent protein catabolic process [GO:0006511]
P20459	formation of translation preinitiation complex [GO:0001731]
P53067	mRNA transport [GO:0051028]; NLS-bearing protein import into nucleus [GO:0006607]; protein import into nucleus [GO:0006606]
Q03036	mitotic recombination [GO:0006312]; replication-born double-strand break repair via sister chromatid exchange [GO:1990414]
P43596	chromatin remodeling [GO:0006338]; sister chromatid cohesion [GO:0007062]
P05986	mitochondrion organization [GO:0007005]; negative regulation of cytoplasmic mRNA processing body assembly [GO:0010607]; negative regulation of cytoplasmic translation [GO:2000766]; protein kinase A signaling [GO:0010737]; protein phosphorylation [GO:0006468]; Ras protein signal transduction [GO:0007265]
Q12350	chaperone cofactor-dependent protein refolding [GO:0051085]; protein refolding [GO:0042026]
P13186	exocytosis [GO:0006887]; intracellular signal transduction [GO:0035556]; peptidyl-serine phosphorylation [GO:0018105]; positive regulation of exocytosis [GO:0045921]; positive regulation of IRE1-mediated unfolded protein response [GO:1903896]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]
P27466	cellular response to oxidative stress [GO:0034599]; protein phosphorylation [GO:0006468]; signal transduction [GO:0007165]
P36973	adenine salvage [GO:0006168]; AMP salvage [GO:0044209]; purine ribonucleoside salvage [GO:0006166]
P16639	protein arginylation [GO:0016598]
Q06405	ATP synthesis coupled proton transport [GO:0015986]
P22140	phosphatidylcholine biosynthetic process [GO:0006656]; phosphatidylethanolamine biosynthetic process [GO:0006646]
P05453	cytoplasmic translational termination [GO:0002184]; nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:0000288]; translation [GO:0006412]; translational termination [GO:0006415]
P43557	mitochondrial cytochrome c oxidase assembly [GO:0033617]
P04386	galactose metabolic process [GO:0006012]; positive regulation of transcription from RNA polymerase II promoter by galactose [GO:0000435]; transcription, DNA-templated [GO:0006351]
P37261	cellular response to oxidative stress [GO:0034599]; fatty acid metabolic process [GO:0006631]; negative regulation of fatty acid metabolic process [GO:0045922]
Q99339	
P25555	nuclear mRNA surveillance [GO:0071028]; poly(A)+ mRNA export from nucleus [GO:0016973]; regulation of mRNA stability involved in response to oxidative stress [GO:2000815]; telomere maintenance [GO:0000723]
P38988	cellular iron ion homeostasis [GO:0006879]; guanine nucleotide transport [GO:0001408]; mitochondrial genome maintenance [GO:0000002]; transmembrane transport [GO:0055085]
P49018	attachment of GPI anchor to protein [GO:0016255]; protein localization to cell surface [GO:0034394]
Q06336	Golgi to endosome transport [GO:0006895]; Golgi to vacuole transport [GO:0006896]; protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043328]
Q04410	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi organization [GO:0007030]; protein secretion [GO:0009306]
Q03835	actin cytoskeleton organization [GO:0030036]; cellular iron ion homeostasis [GO:0006879]; cellular response to oxidative stress [GO:0034599]; negative regulation of transcription regulatory region DNA binding [GO:2000678]; positive regulation of histone deacetylation [GO:0031065]
Q12753	cellular copper ion homeostasis [GO:0006878]; cellular iron ion homeostasis [GO:0006879]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription from RNA polymerase II promoter in response to acidic pH [GO:0061402]; positive regulation of transcription from RNA polymerase II promoter in response to stress [GO:0036003]
P53834	positive regulation of ATPase activity [GO:0032781]; protein folding [GO:0006457]
Q04697	protein folding [GO:0006457]; protein localization to cell surface [GO:0034394]
P35843	endocytosis [GO:0006897]; exocytosis [GO:0006887]; maintenance of cell polarity [GO:0030011]; piecemeal microautophagy of the nucleus [GO:0034727]; sterol biosynthetic process [GO:0016126]; sterol transport [GO:0015918]
P19882	'de novo' protein folding [GO:0006458]; apoptotic mitochondrial changes [GO:0008637]; chaperone-mediated protein complex assembly [GO:0051131]; mitochondrial unfolded protein response [GO:0034514]; protein folding [GO:0006457]; protein import into mitochondrial intermembrane space [GO:0045041]; protein maturation [GO:0051604]; protein refolding [GO:0042026]; protein stabilization [GO:0050821]
Q08914	cellular response to nutrient levels [GO:0031669]; chaperone-mediated protein folding [GO:0061077]
P0CS90	cellular response to unfolded protein [GO:0034620]; chaperone cofactor-dependent protein refolding [GO:0051085]; positive regulation of endodeoxyribonuclease activity [GO:0032079]; protein import into mitochondrial matrix [GO:0030150]; protein refolding [GO:0042026]; protein unfolding [GO:0043335]; response to unfolded protein [GO:0006986]
P02829	'de novo' protein folding [GO:0006458]; box C/D snoRNP assembly [GO:0000492]; cellular response to heat [GO:0034605]; positive regulation of telomere maintenance via telomerase [GO:0032212]; proteasome assembly [GO:0043248]; protein folding [GO:0006457]; protein maturation [GO:0051604]; protein refolding [GO:0042026]; protein stabilization [GO:0050821]; protein targeting to mitochondrion [GO:0006626]; regulation of telomere maintenance [GO:0032204]; response to osmotic stress [GO:0006970]
P0CY13	regulation of transcription by RNA polymerase II [GO:0006357]
P40576	mitochondrial proton-transporting ATP synthase complex assembly [GO:0033615]
Q9P305	negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900152]; negative regulation of protein dephosphorylation [GO:0035308]; positive regulation of G1 to G0 transition [GO:1903452]; positive regulation of mitotic cell cycle phase transition [GO:1901992]; positive regulation of protein serine/threonine phosphatase activity [GO:1905184]
Q06096	autophagy of peroxisome [GO:0030242]; cytoplasm to vacuole transport by the Cvt pathway [GO:0032258]; intra-Golgi vesicle-mediated transport [GO:0006891]; macroautophagy [GO:0016236]; retrograde transport, vesicle recycling within Golgi [GO:0000301]
Q04895	allantoin catabolic process [GO:0000256]; allantoin transport [GO:0015720]; nucleobase transport [GO:0015851]; purine nucleobase metabolic process [GO:0006144]
P40318	chronological cell aging [GO:0001300]; ubiquitin-dependent ERAD pathway [GO:0030433]
P38249	formation of cytoplasmic translation initiation complex [GO:0001732]; translational initiation [GO:0006413]; translation reinitiation [GO:0002188]
Q04409	ascospore formation [GO:0030437]; cellular glucose homeostasis [GO:0001678]; glucose 6-phosphate metabolic process [GO:0051156]; glycolytic process [GO:0006096]; positive regulation of transcription by RNA polymerase II [GO:0045944]
Q08119	chromatin silencing [GO:0006342]; sister chromatid cohesion [GO:0007062]
P53337	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]
Q04461	cellular protein-containing complex localization [GO:0034629]; positive regulation of ribosomal protein gene transcription by RNA polymerase II [GO:0060963]
P26793	base-excision repair, base-free sugar-phosphate removal [GO:0006286]; DNA replication [GO:0006260]; DNA replication, removal of RNA primer [GO:0043137]; double-strand break repair via nonhomologous end joining [GO:0006303]; gene conversion at mating-type locus, DNA repair synthesis [GO:0000734]; maintenance of DNA trinucleotide repeats [GO:0035753]; replicative cell aging [GO:0001302]
Q12418	intracellular signal transduction [GO:0035556]
P40106	cellular carbohydrate metabolic process [GO:0044262]; glycerol biosynthetic process [GO:0006114]; glycerol metabolic process [GO:0006071]; response to osmotic stress [GO:0006970]
P38682	COPI coating of Golgi vesicle [GO:0048205]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]
Q03937	DNA recombination [GO:0006310]; DNA repair [GO:0006281]; negative regulation of DNA recombinase mediator complex assembly [GO:1903873]; negative regulation of mitotic recombination [GO:0045950]; synaptonemal complex assembly [GO:0007130]
Q12520	carbohydrate transport [GO:0008643]; UDP-galactose transmembrane transport [GO:0072334]; UDP-glucose transmembrane transport [GO:0015786]
P50094	GMP biosynthetic process [GO:0006177]; GTP biosynthetic process [GO:0006183]
P22580	
P19146	intracellular protein transport [GO:0006886]; macroautophagy [GO:0016236]; vesicle-mediated transport [GO:0016192]
P32789	cellular response to DNA damage stimulus [GO:0006974]; intracellular signal transduction [GO:0035556]; mitotic cell cycle [GO:0000278]; protein phosphorylation [GO:0006468]
Q00381	clathrin-dependent endocytosis [GO:0072583]; intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192]
P38731	cellular iron ion homeostasis [GO:0006879]; siderophore transmembrane transport [GO:0044718]; siderophore transport [GO:0015891]; transmembrane transport [GO:0055085]
P17261	L-cystine transport [GO:0015811]; transmembrane transport [GO:0055085]
P40988	copper ion import [GO:0015677]; iron ion homeostasis [GO:0055072]; iron ion transmembrane transport [GO:0034755]; protein maturation by copper ion transfer [GO:0015680]; zinc ion transport [GO:0006829]
Q08193	(1->3)-beta-D-glucan metabolic process [GO:0006074]; cell wall (1->3)-beta-D-glucan biosynthetic process [GO:0034411]; fungal-type cell wall (1->3)-beta-D-glucan biosynthetic process [GO:0071970]; fungal-type cell wall organization [GO:0031505]
Q08908	cellular iron ion homeostasis [GO:0006879]; copper ion import [GO:0015677]; iron ion transport [GO:0006826]
P38812	cardiolipin biosynthetic process [GO:0032049]; phosphorylated carbohydrate dephosphorylation [GO:0046838]
P32642	actin cytoskeleton organization [GO:0030036]; cellular iron ion homeostasis [GO:0006879]; cellular response to oxidative stress [GO:0034599]; negative regulation of transcription regulatory region DNA binding [GO:2000678]; positive regulation of histone deacetylation [GO:0031065]
P38970	cellular cation homeostasis [GO:0030003]; cellular protein localization [GO:0034613]; detection of nutrient [GO:0009594]; intracellular signal transduction [GO:0035556]; positive regulation of endocytosis [GO:0045807]; protein dephosphorylation [GO:0006470]; protein phosphorylation [GO:0006468]
P41809	(1->3)-beta-D-glucan biosynthetic process [GO:0006075]; cellular bud site selection [GO:0000282]; establishment of cell polarity [GO:0030010]; fungal-type cell wall organization [GO:0031505]; hyperosmotic response [GO:0006972]; osmosensory signaling pathway via Sho1 osmosensor [GO:0007232]; signal transduction involved in filamentous growth [GO:0001402]
P15992	cellular response to heat [GO:0034605]; cellular response to osmotic stress [GO:0071470]; protein folding [GO:0006457]
Q06592	protein acetylation [GO:0006473]
P10592	cellular response to osmotic stress [GO:0071470]; cellular response to unfolded protein [GO:0034620]; chaperone cofactor-dependent protein refolding [GO:0051085]; negative regulation of cell aging [GO:0090344]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein folding [GO:0006457]; protein refolding [GO:0042026]; response to unfolded protein [GO:0006986]; SRP-dependent cotranslational protein targeting to membrane, translocation [GO:0006616]; tRNA import into nucleus [GO:0035719]; vesicle-mediated transport [GO:0016192]
P45820	DNA replication [GO:0006260]; macroautophagy [GO:0016236]
P10961	cellular response to heat [GO:0034605]; negative regulation of TORC1 signaling [GO:1904262]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription from RNA polymerase II promoter in response to heat stress [GO:0061408]; regulation of establishment of protein localization to chromosome [GO:0070202]; regulation of transcription by RNA polymerase II [GO:0006357]; regulation of transcription from RNA polymerase II promoter in response to stress [GO:0043618]; regulation of translation in response to stress [GO:0043555]; response to heat [GO:0009408]
P48570	DNA repair [GO:0006281]; histone displacement [GO:0001207]; lysine biosynthetic process via aminoadipic acid [GO:0019878]
Q04344	DNA metabolic process [GO:0006259]; nucleic acid phosphodiester bond hydrolysis [GO:0090305]; nucleotide metabolic process [GO:0009117]; response to zinc ion [GO:0010043]
Q99332	cellular response to alkaline pH [GO:0071469]; cellular response to salt stress [GO:0071472]
P46972	mitochondrial respiratory chain complex assembly [GO:0033108]; protein processing involved in protein targeting to mitochondrion [GO:0006627]; signal peptide processing [GO:0006465]
P0CY11	regulation of mating-type specific transcription, DNA-templated [GO:0007532]
P09064	formation of cytoplasmic translation initiation complex [GO:0001732]; formation of translation preinitiation complex [GO:0001731]
Q3E7A9	
Q3E731	metal ion transport [GO:0030001]; mitochondrial cytochrome c oxidase assembly [GO:0033617]
Q01519	electron transport chain [GO:0022900]; mitochondrial cytochrome c oxidase assembly [GO:0033617]; oxidative phosphorylation [GO:0006119]; proton transmembrane transport [GO:1902600]
Q07788	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043328]; vesicle-mediated transport [GO:0016192]
P46962	cellular response to DNA damage stimulus [GO:0006974]; mRNA processing [GO:0006397]; positive regulation of DNA-templated transcription, elongation [GO:0032786]; positive regulation of transcription by RNA polymerase I [GO:0045943]; positive regulation of translational fidelity [GO:0045903]; protein phosphorylation [GO:0006468]; regulation of transcription by RNA polymerase II [GO:0006357]
P35732	cellular response to DNA damage stimulus [GO:0006974]; protein ubiquitination [GO:0016567]; telomere maintenance [GO:0000723]; transcription-coupled nucleotide-excision repair [GO:0006283]; ubiquitin-dependent protein catabolic process [GO:0006511]
P89113	cellular response to DNA damage stimulus [GO:0006974]; cellular response to heat [GO:0034605]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to starvation [GO:0009267]
P06634	positive regulation of formation of translation preinitiation complex [GO:1901195]; spliceosomal complex disassembly [GO:0000390]; translational initiation [GO:0006413]
P36041	deadenylation-dependent decapping of nuclear-transcribed mRNA [GO:0000290]; mRNA catabolic process [GO:0006402]; negative regulation of translation [GO:0017148]; regulation of growth [GO:0040008]
P21951	base-excision repair [GO:0006284]; base-excision repair, gap-filling [GO:0006287]; DNA-dependent DNA replication [GO:0006261]; DNA replication proofreading [GO:0045004]; double-strand break repair [GO:0006302]; double-strand break repair via nonhomologous end joining [GO:0006303]; error-prone translesion synthesis [GO:0042276]; gene conversion [GO:0035822]; heterochromatin organization involved in chromatin silencing [GO:0070868]; intra-S DNA damage checkpoint [GO:0031573]; leading strand elongation [GO:0006272]; mitotic cell cycle [GO:0000278]; mitotic DNA replication checkpoint [GO:0033314]; mitotic sister chromatid cohesion [GO:0007064]; nucleotide-excision repair, DNA gap filling [GO:0006297]
P53208	
Q03466	DNA recombination [GO:0006310]; negative regulation of translation [GO:0017148]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; regulation of telomere maintenance via telomerase [GO:0032210]; telomere maintenance via telomerase [GO:0007004]
Q12396	endoplasmic reticulum organization [GO:0007029]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi organization [GO:0007030]; protein transport [GO:0015031]
P32801	budding cell bud growth [GO:0007117]; cell morphogenesis [GO:0000902]; cellular response to glucose starvation [GO:0042149]; intracellular signal transduction [GO:0035556]; mitotic cytokinesis [GO:0000281]; positive regulation of protein autophosphorylation [GO:0031954]; protein autophosphorylation [GO:0046777]; protein localization to septin ring [GO:1902935]; protein phosphorylation [GO:0006468]; pseudohyphal growth [GO:0007124]; response to drug [GO:0042493]; septin ring assembly [GO:0000921]
P53173	ascospore formation [GO:0030437]; axial cellular bud site selection [GO:0007120]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; negative regulation of receptor localization to synapse [GO:1902684]; regulation of AMPA receptor activity [GO:2000311]
